Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
16,"Brown, Leigh",24y 59d,133 (54-1-78 40.98%),52 (0.39),70 (35-1-34 50.71%),32 (0.46)
24,"Firrito, Michael",22y 147d,45 (23-0-22 51.11%),10 (0.22),←,
6,"Grant, Shannon",29y 4d,241 (136-2-103 56.85%),276 (1.15),183 (104-1-78 57.10%),238 (1.30)
15,"Green, Kasey",26y 225d,58 (22-1-35 38.79%),9 (0.16),4 (1-0-3 25.00%),1 (0.25)
31,"Hale, David",21y 336d,41 (18-0-23 43.90%),18 (0.44),←,
39,"Harding, Leigh",24y 362d,74 (38-1-35 52.03%),109 (1.47),←,
4,"Harris, Daniel",23y 348d,73 (37-1-35 51.37%),25 (0.34),←,
29,"Harvey, Brent",27y 344d,198 (114-1-83 57.83%),233 (1.18),←,
2,"Hay, Jonathan",26y 253d,152 (66-1-85 43.75%),12 (0.08),3 (1-0-2 33.33%),
21,"Jones, Corey",25y 56d,85 (40-0-45 47.06%),105 (1.24),←,
35,"Makepeace, Troy",27y 48d,129 (66-1-62 51.55%),33 (0.26),←,
37,"Perry, Joel",20y 309d,3 (0-0-3 0.00%),,←,
20,"Petrie, Drew",23y 190d,88 (43-1-44 49.43%),70 (0.80),←,
30,"Pratt, Daniel",23y 33d,23 (12-0-11 52.17%),1 (0.04),20 (11-0-9 55.00%),
3,"Rawlings, Brady",24y 317d,115 (61-0-54 53.04%),49 (0.43),←,
26,"Rocca, Saverio",32y 154d,250 (115-3-132 46.60%),735 (2.94),94 (45-1-48 48.40%),221 (2.35)
32,"Sansbury, Eddie",22y 148d,21 (9-0-12 42.86%),6 (0.29),←,
7,"Simpson, Adam",30y 66d,227 (135-1-91 59.69%),68 (0.30),←,
9,"Sinclair, Jess",27y 240d,143 (55-1-87 38.81%),58 (0.41),93 (42-1-50 45.70%),32 (0.34)
23,"Thompson, Nathan",28y 68d,146 (69-1-76 47.60%),245 (1.68),27 (14-0-13 51.85%),53 (1.96)
13,"Trotter, David",20y 50d,5 (2-0-3 40.00%),1 (0.20),←,
8,"Wells, Daniel",21y 79d,66 (34-1-31 52.27%),41 (0.62),←,
Totals,Totals,25y 75d,2316 (1149-17-1150 49.61%),2156 (0.93),,
C,"Laidley, Dani",39y 27d,71 (35-1-35 50.00%),,←,
