Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Bower, Nathan",16,4,8,24,1,1.0,,4.0,,,,,1.0,1.0,,,,,,,,,
14,"Breman, Todd",9,1,10,19,,,,2.0,,,,,,,,,,,,,,,
9,"Campbell, Wayne",8,2,10,18,,,3.0,1.0,,,,,1.0,2.0,,,,,,,,,
18,"Edwards, Stuart",5,2,6,11,1,1.0,1.0,1.0,,,,,2.0,1.0,,,,,,,,,
13,"Francis, Matthew",8,2,5,13,2,2.0,,,,,,,2.0,1.0,,,,,,,,,
25,"Gale, Brendon",9,7,6,15,,1.0,,1.0,,,,,,1.0,,,,,,,,,
34,"Hogg, Jeff",6,4,1,7,1,,,2.0,,,,,,1.0,,,,,,,,,
42,"Honybun, David",7,6,5,12,1,1.0,13.0,1.0,,,,,,2.0,,,,,,,,,
16,"Jackson, Stevan",10,2,5,15,,,,,,,,,,1.0,,,,,,,,,
2,"Keays, Terry",6,1,1,7,1,1.0,,1.0,,,,,,,,,,,,,,,
33,"Knights, Matthew",10,4,17,27,,1.0,,4.0,,,,,,3.0,,,,,,,,,
4,"Lambert, Craig",14,1,20,34,,3.0,,1.0,,,,,2.0,1.0,,,,,,,,,
5,"Lennon, Bruce",7,3,,7,,,,2.0,,,,,,1.0,,,,,,,,,
27,"Maxfield, Stuart",17,1,6,23,1,1.0,,,,,,,,1.0,,,,,,,,,
28,"McQueen, Mark",6,3,5,11,,,,,,,,,,,,,,,,,,,
6,"Naish, Chris",6,2,4,10,4,,,1.0,,,,,,,,,,,,,,,
1,"ODwyer, Steven",,,5,5,,,9.0,,,,,,,1.0,,,,,,,,,
21,"Powell, Tim",11,3,8,19,,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,
17,"Smith, Craig",6,1,1,7,1,,,,,,,,,1.0,,,,,,,,,
3,"Weightman, Dale",10,,9,19,2,,,,,,,,1.0,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,171,49,132,303,15,18.0,27.0,22.0,,,,,10.0,21.0,,,,,,,,,
Opposition,Opposition,203,79,178,381,24,13.0,22.0,32.0,,,,,21.0,10.0,6.0,,,,,,,,
