Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
7,"Baker, Liam",25y 87d,93 (56-4-33 62.37%),30 (0.32),←,
21,"Balta, Noah",23y 183d,68 (41-2-25 61.76%),22 (0.32),←,
29,"Bolton, Shai",24y 137d,96 (57-4-35 61.46%),106 (1.10),←,
42,"Clarke, Judson",19y 189d,7 (2-0-5 28.57%),6 (0.86),←,
9,"Cotchin, Trent",33y 17d,293 (160-5-128 55.46%),135 (0.46),←,
38,"Cumberland, Noah",22y 40d,13 (4-1-8 34.62%),25 (1.92),←,
2,"Grimes, Dylan",31y 282d,213 (130-4-79 61.97%),3 (0.01),←,
22,"Hopper, Jacob",26y 77d,119 (64-3-52 55.04%),45 (0.38),5 (1-1-3 30.00%),3 (0.60)
31,"Mansell, Rhyan",22y 324d,21 (7-1-13 35.71%),5 (0.24),←,
4,"Martin, Dustin",31y 302d,274 (154-4-116 56.93%),307 (1.12),←,
33,"McIntosh, Kamdyn",29y 21d,152 (96-3-53 64.14%),42 (0.28),←,
46,"Miller, Ben",23y 236d,15 (6-3-6 50.00%),3 (0.20),←,
50,"Pickett, Marlion",31y 108d,63 (34-4-25 57.14%),16 (0.25),←,
3,"Prestia, Dion",30y 194d,198 (94-3-101 48.23%),62 (0.31),103 (68-3-32 67.48%),32 (0.31)
13,"Ralphsmith, Hugo",21y 166d,23 (8-1-14 36.96%),9 (0.39),←,
8,"Riewoldt, Jack",34y 175d,331 (173-8-150 53.47%),768 (2.32),←,
17,"Rioli, Daniel",26y 8d,143 (87-4-52 62.24%),99 (0.69),←,
10,"Rioli, Maurice",20y 235d,22 (12-2-8 59.09%),18 (0.82),←,
32,"Ryan, Samson",22y 136d,6 (1-0-5 16.67%),6 (1.00),←,
15,"Short, Jayden",27y 90d,140 (86-4-50 62.86%),28 (0.20),←,
14,"Taranto, Tim",25y 86d,120 (60-3-57 51.25%),49 (0.41),6 (1-1-4 25.00%),1 (0.17)
1,"Vlastuin, Nick",29y 5d,196 (121-4-71 62.76%),27 (0.14),←,
45,"Young, Tylar",24y 231d,5 (1-0-4 20.00%),,←,
Totals,Totals,26y 129d,2611 (1454-67-1090 55.69%),1811 (0.69),,
C,"Hardwick, Damien",50y 249d,303 (168-6-129 56.44%),,←,
