Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
24,"Allan, Matthew",23y 38d,57 (33-0-24 57.89%),19 (0.33),←,
21,"Bradley, Craig",34y 164d,269 (166-2-101 62.08%),196 (0.73),←,
20,"Brown, Fraser",27y 230d,130 (77-1-52 59.62%),83 (0.64),←,
16,"Camporeale, Scott",22y 237d,61 (42-0-19 68.85%),38 (0.62),←,
6,"Clape, Matt",28y 312d,82 (58-0-24 70.73%),61 (0.74),53 (37-0-16 69.81%),47 (0.89)
34,"De Iulio, Ron",25y 355d,71 (44-0-27 61.97%),55 (0.77),←,
35,"Dean, Peter",33y 27d,237 (148-1-88 62.66%),37 (0.16),←,
36,"Hamill, Aaron",20y 228d,25 (11-0-14 44.00%),14 (0.56),←,
33,"Hogg, Matthew",29y 105d,154 (83-3-68 54.87%),38 (0.25),95 (59-1-35 62.63%),34 (0.36)
27,"Hulme, Darren",20y 269d,10 (4-0-6 40.00%),,←,
43,"Koutoufides, Anthony",25y 77d,109 (68-1-40 62.84%),86 (0.79),←,
17,"Lock, Damien",19y 186d,2 (1-0-1 50.00%),,←,
22,"Manton, Glenn",24y 308d,79 (49-0-30 62.03%),24 (0.30),58 (38-0-20 65.52%),20 (0.34)
5,"McKay, Andrew",27y 265d,110 (72-1-37 65.91%),18 (0.16),←,
19,"Pearce, Brad",26y 232d,55 (36-0-19 65.45%),105 (1.91),53 (36-0-17 67.92%),104 (1.96)
11,"Porter, Mark",21y 176d,6 (3-0-3 50.00%),3 (0.50),←,
7,"Ratten, Brett",26y 268d,144 (87-0-57 60.42%),37 (0.26),←,
23,"Rice, Dean",30y 19d,155 (71-1-83 46.13%),72 (0.46),39 (26-0-13 66.67%),29 (0.74)
14,"Sexton, Michael",27y 31d,150 (94-1-55 63.00%),16 (0.11),←,
1,"Silvagni, Stephen",30y 309d,232 (150-1-81 64.87%),155 (0.67),←,
30,"White, Adam",22y 86d,11 (5-0-6 45.45%),5 (0.45),←,
8,"Whitnall, Lance",18y 225d,20 (10-0-10 50.00%),22 (1.10),←,
Totals,Totals,25y 288d,2169 (1312-12-845 60.49%),1084 (0.50),,
C,"Parkin, David",55y 205d,447 (267-2-178 59.96%),,284 (180-2-102 63.73%),
