Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
15,"Abraham, Winston",25y 311d,106 (67-0-39 63.21%),156 (1.47),68 (49-0-19 72.06%),101 (1.49)
11,"Archer, Glenn",27y 134d,176 (116-0-60 65.91%),106 (0.60),←,
26,"Bell, Peter",24y 157d,122 (83-0-39 68.03%),119 (0.98),120 (83-0-37 69.17%),117 (0.98)
12,"Blakey, John",34y 12d,321 (175-0-146 54.52%),106 (0.33),186 (123-0-63 66.13%),68 (0.37)
22,"Burton, Matthew",30y 78d,90 (34-0-56 37.78%),41 (0.46),20 (12-0-8 60.00%),9 (0.45)
16,"Capuano, Mathew",24y 338d,79 (59-0-20 74.68%),23 (0.29),←,
18,"Carey, Wayne",29y 70d,227 (144-0-83 63.44%),629 (2.77),←,
9,"Chandler, Brett",25y 25d,71 (29-0-42 40.85%),8 (0.11),43 (28-0-15 65.12%),6 (0.14)
23,"Clayton, Shane",21y 286d,65 (36-0-29 55.38%),19 (0.29),47 (34-0-13 72.34%),18 (0.38)
45,"Cochrane, Stuart",22y 16d,9 (5-0-4 55.56%),,←,
2,"Colbert, Leigh",25y 59d,115 (69-1-45 60.43%),57 (0.50),10 (7-0-3 70.00%),7 (0.70)
6,"Grant, Shannon",23y 108d,129 (83-1-45 64.73%),145 (1.12),71 (51-0-20 71.83%),107 (1.51)
29,"Harvey, Brent",22y 83d,86 (60-0-26 69.77%),100 (1.16),←,
34,"King, David",28y 151d,154 (104-0-50 67.53%),62 (0.40),←,
27,"Lange, Adam",21y 206d,25 (16-0-9 64.00%),21 (0.84),←,
35,"Makepeace, Troy",21y 152d,19 (13-0-6 68.42%),6 (0.32),←,
4,"Martyn, Mick",31y 340d,255 (153-1-101 60.20%),15 (0.06),←,
5,"McCartney, Jason",26y 144d,142 (82-0-60 57.75%),52 (0.37),67 (48-0-19 71.64%),4 (0.06)
31,"McKernan, Corey",26y 230d,158 (110-0-48 69.62%),192 (1.22),←,
28,"Pickett, Byron",22y 360d,73 (52-0-21 71.23%),3 (0.04),←,
7,"Simpson, Adam",24y 171d,112 (81-0-31 72.32%),40 (0.36),←,
10,"Stevens, Anthony",29y 34d,215 (135-0-80 62.79%),100 (0.47),←,
Totals,Totals,25y 307d,2749 (1706-3-1040 62.06%),2000 (0.73),,
C,"Pagan, Denis",52y 316d,192 (128-0-64 66.67%),,←,
