Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
19,"Bennett, Darren",25y 117d,23 (14-0-9 60.87%),71 (3.09),19 (13-0-6 68.42%),64 (3.37)
4,"Campbell, Tony",22y 266d,53 (24-0-29 45.28%),41 (0.77),←,
25,"Eishold, Simon",23y 41d,43 (31-0-12 72.09%),25 (0.58),←,
21,"Febey, Steven",20y 260d,38 (24-0-14 63.16%),6 (0.16),←,
33,"Healy, Greg",24y 232d,108 (54-0-54 50.00%),133 (1.23),←,
10,"Hughes, Danny",26y 153d,111 (55-0-56 49.55%),17 (0.15),←,
16,"Lovell, Andy",19y 282d,28 (17-0-11 60.71%),31 (1.11),←,
17,"Lovett, Brett",23y 351d,80 (50-0-30 62.50%),6 (0.08),←,
3,"Lyon, Garry",22y 235d,81 (49-0-32 60.49%),116 (1.43),←,
34,"Newport, Stephen",24y 182d,89 (47-0-42 52.81%),53 (0.60),←,
29,"Obst, Andrew",25y 260d,6 (5-0-1 83.33%),1 (0.17),←,
1,"ODwyer, Steven",24y 107d,62 (38-0-24 61.29%),32 (0.52),←,
5,"Spalding, Earl",25y 56d,70 (45-0-25 64.29%),36 (0.51),←,
18,"Stretch, Steven",26y 121d,96 (55-0-41 57.29%),30 (0.31),←,
11,"Stynes, Jim",24y 13d,69 (45-0-24 65.22%),67 (0.97),←,
15,"Tingay, Stephen",19y 266d,18 (13-0-5 72.22%),6 (0.33),←,
26,"Viney, Jay",21y 137d,5 (1-0-4 20.00%),3 (0.60),←,
12,"Viney, Todd",24y 37d,40 (23-0-17 57.50%),20 (0.50),←,
7,"Wilson, Brian",28y 218d,195 (92-1-102 47.44%),225 (1.15),147 (69-0-78 46.94%),203 (1.38)
8,"Yeats, Graeme",25y 227d,99 (56-0-43 56.57%),27 (0.27),←,
Totals,Totals,23y 342d,1314 (738-1-575 56.16%),946 (0.72),,
C,"Northey, John",46y 311d,125 (63-0-62 50.40%),,103 (57-0-46 55.34%),
