Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Bassett, Nathan",5,6,6,11,,,,,3.0,1.0,,,2.0,,,2.0,10.0,,,3.0,,,100.0
35,"Biglands, Rhett",3,2,6,9,,,11.0,3.0,1.0,,3.0,2.0,2.0,1.0,,7.0,4.0,1.0,,1.0,,,51.0
44,"Bock, Nathan",10,3,3,13,,,,2.0,1.0,,,5.0,,4.0,,1.0,13.0,,,3.0,1.0,,100.0
4,"Clarke, Matthew",4,3,3,7,,1.0,15.0,,,1.0,1.0,3.0,,3.0,,1.0,4.0,,1.0,1.0,,,50.0
11,"Doughty, Michael",7,5,1,8,,,,,,,,,,,,1.0,7.0,,,,,,48.0
9,"Edwards, Tyson",15,5,15,30,,,,2.0,3.0,2.0,6.0,3.0,,2.0,,12.0,18.0,,1.0,,1.0,,90.0
36,"Goodwin, Simon",6,3,12,18,,,,4.0,2.0,1.0,5.0,,,,,7.0,10.0,1.0,,1.0,1.0,,92.0
34,"Hart, Ben",6,4,6,12,,,,,1.0,1.0,,1.0,,1.0,,3.0,9.0,,,5.0,1.0,,100.0
37,"Hentschel, Trent",13,8,4,17,2,1.0,,2.0,3.0,3.0,2.0,4.0,2.0,1.0,,10.0,7.0,1.0,1.0,,,1.0,91.0
18,"Johncock, Graham",19,9,3,22,,,,,14.0,,,1.0,2.0,,2.0,5.0,15.0,1.0,,2.0,3.0,,100.0
3,"Massie, Kris",4,4,7,11,,,,,1.0,2.0,1.0,2.0,,1.0,,2.0,9.0,1.0,,1.0,,,63.0
16,"McGregor, Ken",13,7,5,18,1,1.0,,2.0,,1.0,,4.0,4.0,1.0,,6.0,12.0,,1.0,2.0,,3.0,93.0
23,"McLeod, Andrew",17,5,3,20,,,,3.0,3.0,6.0,,2.0,,,3.0,2.0,18.0,,,1.0,6.0,1.0,100.0
22,"Perrie, Ian",14,10,3,17,3,1.0,,,,7.0,,2.0,,,1.0,1.0,16.0,,3.0,2.0,,,95.0
33,"Reilly, Brent",9,5,4,13,1,1.0,,2.0,,1.0,,2.0,1.0,1.0,,5.0,10.0,,1.0,3.0,,,79.0
32,"Ricciuto, Mark",10,7,9,19,2,2.0,,1.0,1.0,4.0,2.0,2.0,2.0,2.0,,4.0,16.0,,3.0,,,,76.0
25,"Rutten, Ben",3,2,6,9,,,,2.0,3.0,,,2.0,1.0,1.0,,3.0,6.0,,,1.0,,,100.0
12,"Shirley, Robert",7,4,9,16,,,,2.0,,3.0,2.0,2.0,2.0,1.0,,5.0,11.0,,1.0,1.0,,1.0,71.0
14,"Skipworth, Hayden",6,2,7,13,,,,2.0,1.0,2.0,3.0,,,,,2.0,10.0,,,1.0,2.0,,56.0
5,"Thompson, Scott",4,,5,9,2,,,1.0,,2.0,2.0,1.0,1.0,1.0,,5.0,3.0,,,,1.0,,87.0
7,"van Berlo, Nathan",5,2,6,11,,,,,,4.0,2.0,6.0,2.0,2.0,,4.0,8.0,,,1.0,,1.0,60.0
17,"Welsh, Scott",4,3,1,5,1,,,3.0,,1.0,,1.0,1.0,1.0,,3.0,3.0,1.0,,2.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,184,99,124,308,12,10.0,26.0,31.0,37.0,42.0,29.0,45.0,22.0,23.0,6.0,91.0,219.0,6.0,12.0,31.0,16.0,7.0,
Opposition,Opposition,199,107,121,320,10,14.0,23.0,41.0,30.0,48.0,27.0,43.0,23.0,22.0,,90.0,230.0,9.0,15.0,58.0,33.0,5.0,
