Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Ablett, Gary",8,2,10,18,1,1.0,,7.0,1.0,5.0,1.0,1.0,1.0,,,9.0,9.0,,1.0,1.0,,,86.0
30,"Atkins, Tom",4,3,4,8,,,,2.0,,1.0,1.0,1.0,1.0,1.0,,2.0,5.0,,1.0,,,,68.0
24,"Bews, Jed",8,3,,8,,,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,4.0,4.0,,,3.0,,,83.0
46,"Blicavs, Mark",11,9,7,18,,,,4.0,3.0,,1.0,1.0,,,,7.0,12.0,2.0,,12.0,2.0,,94.0
6,"Clark, Jordan",7,4,7,14,1,1.0,,,3.0,1.0,,1.0,,,,3.0,10.0,,1.0,2.0,1.0,,76.0
40,"Dahlhaus, Luke",4,1,13,17,1,,,1.0,,1.0,,,3.0,,,7.0,10.0,,1.0,,,,80.0
35,"Dangerfield, Patrick",16,4,11,27,,,,4.0,3.0,4.0,6.0,4.0,2.0,1.0,,14.0,14.0,,,5.0,1.0,,77.0
22,"Duncan, Mitch",13,5,13,26,1,,,5.0,,1.0,7.0,2.0,2.0,1.0,2.0,9.0,18.0,,,4.0,2.0,1.0,79.0
29,"Guthrie, Cameron",14,4,10,24,,,,3.0,3.0,2.0,7.0,2.0,,1.0,,10.0,12.0,1.0,,1.0,2.0,,80.0
26,"Hawkins, Tom",11,6,6,17,2,2.0,2.0,,,4.0,1.0,3.0,,3.0,,5.0,12.0,1.0,3.0,,,1.0,97.0
11,"Kelly, Tim",15,3,4,19,1,,,4.0,3.0,6.0,5.0,5.0,,2.0,,8.0,10.0,,,,1.0,,78.0
8,"Kolodjashnij, Jake",6,5,3,9,,,,,2.0,,,,1.0,,,3.0,6.0,1.0,,4.0,,,90.0
32,"Miers, Gryan",9,4,6,15,,2.0,,2.0,,2.0,1.0,1.0,,,,5.0,10.0,,1.0,1.0,1.0,1.0,82.0
42,"OConnor, Mark",7,5,7,14,,,,5.0,,,,,1.0,,,5.0,8.0,,,1.0,,,88.0
34,"Parsons, James",7,4,7,14,,1.0,,3.0,1.0,2.0,,3.0,1.0,2.0,,5.0,10.0,,,,,,73.0
17,"Ratugolea, Esava",5,5,4,9,,1.0,5.0,4.0,,2.0,1.0,1.0,1.0,,,7.0,3.0,3.0,1.0,3.0,,,78.0
23,"Rohan, Gary",3,1,4,7,1,,,2.0,,1.0,,1.0,1.0,,,6.0,2.0,,1.0,2.0,,,83.0
14,"Selwood, Joel",10,3,8,18,,2.0,,9.0,1.0,3.0,3.0,2.0,4.0,,,9.0,9.0,,1.0,3.0,,1.0,71.0
1,"Stanley, Rhys",5,2,3,8,,1.0,32.0,1.0,1.0,2.0,,2.0,,,,1.0,7.0,1.0,1.0,9.0,,1.0,80.0
44,"Stewart, Tom",15,8,5,20,,,,2.0,8.0,,,4.0,1.0,,,5.0,11.0,1.0,,3.0,,,82.0
7,"Taylor, Harry",6,3,6,12,,,,2.0,1.0,2.0,1.0,2.0,1.0,,,4.0,8.0,,,8.0,,1.0,85.0
2,"Tuohy, Zach",18,3,2,20,,1.0,,1.0,4.0,3.0,1.0,6.0,1.0,2.0,,6.0,9.0,,,2.0,,,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,202,87,140,342,8,13.0,39.0,62.0,36.0,44.0,38.0,44.0,22.0,14.0,2.0,134.0,199.0,10.0,12.0,64.0,10.0,6.0,
Opposition,Opposition,220,98,147,367,12,13.0,51.0,54.0,35.0,49.0,30.0,42.0,14.0,22.0,4.0,138.0,230.0,12.0,15.0,50.0,6.0,12.0,
