St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Baker, Steven",7,4,9,16,,,,1.0,1.0,,,1.0,2.0,1.0,,8.0,8.0,,,1.0,,,100.0
27,"Blake, Jason",10,6,9,19,,,,1.0,4.0,,1.0,,,,,2.0,16.0,,,3.0,,,91.0
16,"Clarke, Raphael",5,1,9,14,,,,1.0,4.0,1.0,,1.0,,,,3.0,10.0,,,6.0,2.0,,66.0
26,"Dal Santo, Nick",24,7,15,39,1,,,2.0,1.0,9.0,5.0,4.0,4.0,,3.0,11.0,27.0,,1.0,,6.0,2.0,85.0
43,"Dawson, Zac",8,9,8,16,,,,1.0,3.0,,,1.0,,1.0,,4.0,12.0,,,8.0,,,100.0
24,"Dempster, Sean",7,4,4,11,1,,,1.0,,4.0,,4.0,,3.0,,3.0,9.0,,,,,,80.0
40,"Eddy, Robert",4,3,9,13,,,,6.0,,2.0,2.0,1.0,1.0,,,7.0,6.0,1.0,,2.0,,1.0,67.0
25,"Fisher, Sam",15,10,13,28,,,,2.0,1.0,2.0,2.0,,,,,4.0,25.0,,1.0,2.0,,,100.0
19,"Gilbert, Sam",12,2,12,24,1,,,5.0,2.0,3.0,,5.0,2.0,3.0,,10.0,13.0,,,4.0,1.0,1.0,96.0
18,"Goddard, Brendon",11,11,18,29,,,,2.0,3.0,5.0,2.0,5.0,,1.0,,7.0,21.0,2.0,1.0,,1.0,,80.0
1,"Gram, Jason",20,4,13,33,1,1.0,,,2.0,8.0,,3.0,,2.0,,2.0,32.0,,1.0,1.0,,,92.0
7,"Hayes, Lenny",20,7,17,37,,,,3.0,2.0,7.0,6.0,1.0,,,1.0,10.0,27.0,,,,3.0,2.0,75.0
38,"Jones, Clinton",5,5,13,18,,,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,3.0,16.0,,1.0,1.0,,,76.0
2,"King, Steven",6,4,13,19,,1.0,18.0,,1.0,3.0,3.0,3.0,3.0,2.0,,5.0,13.0,,,1.0,,2.0,58.0
23,"Koschitzke, Justin",10,10,4,14,2,3.0,,2.0,,2.0,,2.0,,,,7.0,7.0,3.0,5.0,,1.0,1.0,89.0
5,"McEvoy, Ben",2,2,5,7,,,7.0,2.0,,,1.0,,,,,3.0,4.0,,,2.0,,,52.0
32,"McQualter, Andrew",3,3,12,15,1,,,3.0,1.0,3.0,2.0,,,,,6.0,11.0,,1.0,5.0,,1.0,80.0
44,"Milne, Stephen",14,11,12,26,2,2.0,,,,6.0,3.0,3.0,,1.0,,10.0,18.0,,3.0,,1.0,2.0,90.0
11,"Montagna, Leigh",14,4,19,33,1,,,3.0,2.0,2.0,6.0,1.0,3.0,1.0,,11.0,21.0,,,,,,82.0
22,"Ray, Farren",15,3,13,28,,,,4.0,1.0,4.0,1.0,3.0,1.0,1.0,,6.0,22.0,,,1.0,1.0,,72.0
12,"Riewoldt, Nick",14,9,1,15,6,2.0,1.0,1.0,,2.0,,2.0,3.0,1.0,2.0,7.0,8.0,3.0,6.0,,,1.0,93.0
13,"Schneider, Adam",5,4,1,6,1,1.0,,1.0,,2.0,,2.0,,2.0,,,6.0,,1.0,,1.0,1.0,76.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,231,123,229,460,17,12.0,26.0,42.0,29.0,67.0,37.0,43.0,20.0,20.0,6.0,129.0,332.0,9.0,21.0,37.0,17.0,14.0,
Opposition,Opposition,188,106,183,371,10,7.0,27.0,46.0,43.0,39.0,19.0,44.0,20.0,19.0,,99.0,274.0,5.0,8.0,45.0,12.0,8.0,
