Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
10,"Amon, Karl",27y 288d,136 (76-0-60 55.88%),61 (0.45),12 (3-0-9 25.00%),6 (0.50)
36,"Blanck, James",22y 195d,15 (6-0-9 40.00%),,←,
16,"Bramble, Lachlan",25y 45d,27 (8-2-17 33.33%),2 (0.07),←,
22,"Breust, Luke",32y 204d,271 (166-2-103 61.62%),504 (1.86),←,
33,"Brockman, Tyler",20y 193d,20 (7-2-11 40.00%),20 (1.00),←,
30,"Butler, Sam",20y 113d,14 (4-0-10 28.57%),10 (0.71),←,
12,"Day, Will",21y 363d,43 (12-0-31 27.91%),6 (0.14),←,
8,"Frost, Sam",29y 279d,153 (55-2-96 36.60%),9 (0.06),62 (19-2-41 32.26%),1 (0.02)
15,"Hardwick, Blake",26y 118d,136 (59-2-75 44.12%),8 (0.06),←,
4,"Impey, Jarman",27y 329d,162 (76-0-86 46.91%),60 (0.37),87 (36-0-51 41.38%),26 (0.30)
23,"Koschitzke, Jacob",22y 327d,42 (13-2-27 33.33%),48 (1.14),←,
2,"Lewis, Mitch",24y 232d,57 (21-2-34 38.60%),100 (1.75),←,
42,"Macdonald, Bailey",18y 303d,1 (0-0-1 0.00%),,←,
31,"Macdonald, Connor",20y 141d,30 (10-0-20 33.33%),14 (0.47),←,
28,"Mackenzie, Cam",19y 133d,10 (3-0-7 30.00%),3 (0.30),←,
17,"Meek, Lloyd",25y 42d,25 (12-0-13 48.00%),5 (0.20),10 (3-0-7 30.00%),2 (0.20)
13,"Moore, Dylan",23y 303d,64 (20-1-43 32.03%),63 (0.98),←,
11,"Nash, Conor",24y 310d,62 (25-1-36 41.13%),16 (0.26),←,
3,"Newcombe, Jai",21y 305d,41 (14-2-25 36.59%),17 (0.41),←,
7,"Reeves, Ned",24y 215d,28 (10-1-17 37.50%),9 (0.32),←,
14,"Scrimshaw, Jack",24y 272d,73 (24-1-48 33.56%),10 (0.14),69 (24-1-44 35.51%),10 (0.14)
37,"Weddle, Josh",19y 9d,6 (2-0-4 33.33%),3 (0.50),←,
5,"Worpel, James",24y 130d,91 (35-2-54 39.56%),34 (0.37),←,
Totals,Totals,23y 322d,1507 (658-22-827 43.66%),1002 (0.66),,
C,"Mitchell, Sam",40y 234d,34 (11-0-23 32.35%),,←,
