Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
10,"Bateman, Chance",26y 297d,100 (45-0-55 45.00%),32 (0.32),←,
14,"Birchall, Grant",20y 76d,44 (24-0-20 54.55%),5 (0.11),←,
30,"Brown, Campbell",24y 229d,100 (43-0-57 43.00%),38 (0.38),←,
39,"Campbell, Robert",25y 316d,82 (40-0-42 48.78%),20 (0.24),←,
25,"Clarke, Tim",26y 11d,90 (39-0-51 43.33%),37 (0.41),←,
9,"Crawford, Shane",33y 217d,292 (142-2-148 48.97%),220 (0.75),←,
8,"Ellis, Xavier",20y 45d,17 (12-0-5 70.59%),3 (0.18),←,
23,"Franklin, Lance",21y 74d,60 (27-0-33 45.00%),146 (2.43),←,
27,"Gilham, Stephen",23y 224d,33 (22-0-11 66.67%),1 (0.03),32 (22-0-10 68.75%),1 (0.03)
18,"Guerra, Brent",25y 320d,139 (95-0-44 68.35%),89 (0.64),43 (26-0-17 60.47%),6 (0.14)
15,"Hodge, Luke",23y 303d,115 (51-0-64 44.35%),73 (0.63),←,
4,"Ladson, Rick",24y 55d,78 (33-0-45 42.31%),34 (0.44),←,
29,"Murphy, Tom",22y 25d,16 (7-0-9 43.75%),3 (0.19),←,
7,"Osborne, Michael",25y 259d,80 (32-0-48 40.00%),32 (0.40),←,
33,"Rioli, Cyril",18y 274d,4 (4-0-0 100.00%),4 (1.00),←,
2,"Roughead, Jarryd",21y 81d,62 (30-0-32 48.39%),70 (1.13),←,
12,"Sewell, Brad",24y 71d,68 (29-0-39 42.65%),6 (0.09),←,
44,"Stokes, Cameron",18y 286d,4 (4-0-0 100.00%),3 (0.75),←,
13,"Taylor, Simon",25y 239d,52 (24-0-28 46.15%),13 (0.25),←,
22,"Tuck, Travis",20y 219d,5 (4-0-1 80.00%),1 (0.20),←,
6,"Williams, Mark",25y,77 (27-0-50 35.06%),183 (2.38),←,
11,"Young, Clinton",22y 57d,48 (25-0-23 52.08%),15 (0.31),←,
Totals,Totals,23y 234d,1566 (759-2-805 48.47%),1028 (0.66),,
C,"Clarkson, Alastair",39y 352d,72 (32-0-40 44.44%),,←,
