Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Athorn, Mark",10,3,6,16,,,,,,,,,2.0,1.0,,,,,,,,,
32,"Baldwin, Jason",11,1,1,12,,,,,,,,,2.0,,,,,,,,,,
17,"Broderick, Paul",5,,4,9,1,,,1.0,,,,,2.0,,,,,,,,,,
49,"Bunn, Mark",8,4,5,13,,,,1.0,,,,,1.0,,,,,,,,,,
40,"Clayton, Scott",11,,3,14,,,,,,,,,1.0,1.0,,,,,,,,,
36,"Dundas, Matthew",7,1,6,13,,1.0,,1.0,,,,,1.0,5.0,,,,,,,,,
6,"Ironmonger, John",,,2,2,,,11.0,,,,,,,1.0,,,,,,,,,
43,"Johnston, Andrew",12,2,6,18,,,,1.0,,,,,4.0,,,,,,,,,,
21,"Kappler, Darren",16,4,2,18,,,,,,,,,1.0,4.0,,,,,,,,,
11,"Lynch, Alastair",6,3,2,8,,1.0,,,,,,,1.0,1.0,,,,,,,,,
29,"Lyon, Ross",10,1,5,15,2,1.0,,,,,,,4.0,1.0,,,,,,,,,
16,"Matera, Wally",13,3,,13,4,3.0,,2.0,,,,,,2.0,,,,,,,,,
22,"McCormack, Brendan",13,2,2,15,,,,,,,,,1.0,2.0,,,,,,,,,
3,"Pert, Gary",8,,,8,,,,1.0,,,,,,3.0,,,,,,,,,
9,"Rendell, Matthew",2,,2,4,1,,3.0,,,,,,2.0,,,,,,,,,,
1,"Roos, Paul",11,5,4,15,2,2.0,2.0,1.0,,,,,1.0,,,,,,,,,,
20,"Rowe, Duane",11,2,7,18,,,,,,,,,2.0,1.0,,,,,,,,,
33,"Stephens, Brett",5,1,2,7,,,,,,,,,2.0,1.0,,,,,,,,,
34,"Woods, Tony",13,3,4,17,,,,,,,,,,1.0,,,,,,,,,
8,"Wynd, Jim",23,2,2,25,1,1.0,,1.0,,,,,1.0,2.0,1.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,37,65,260,11,12.0,16.0,9.0,,,,,28.0,26.0,1.0,,,,,,,,
Opposition,Opposition,200,52,60,260,15,10.0,12.0,25.0,,,,,26.0,28.0,5.0,,,,,,,,
