Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
24,"Bews, Jed",23y 248d,46 (26-2-18 58.70%),4 (0.09),←,
12,"Buzza, Wylie",21y 170d,5 (3-1-1 70.00%),4 (0.80),←,
35,"Dangerfield, Patrick",27y 136d,198 (113-1-84 57.32%),224 (1.13),44 (32-1-11 73.86%),61 (1.39)
22,"Duncan, Mitch",26y 70d,155 (114-1-40 73.87%),115 (0.74),←,
29,"Guthrie, Cameron",25y,126 (84-2-40 67.46%),39 (0.31),←,
39,"Guthrie, Zach",19y 50d,7 (4-1-2 64.29%),,←,
25,"Henderson, Lachie",27y 248d,154 (76-2-76 50.00%),110 (0.71),37 (26-1-10 71.62%),6 (0.16)
8,"Kolodjashnij, Jake",22y 10d,43 (29-2-12 69.77%),,←,
13,"Lonergan, Tom",33y 94d,206 (149-3-54 73.06%),55 (0.27),←,
4,"Mackie, Andrew",33y 12d,276 (205-2-69 74.64%),100 (0.36),←,
27,"Menegola, Sam",25y 165d,26 (18-1-7 71.15%),17 (0.65),←,
10,"Menzel, Daniel",25y 340d,57 (46-0-11 80.70%),105 (1.84),←,
32,"Motlop, Steven",26y 160d,131 (88-2-41 67.94%),171 (1.31),←,
21,"Murdoch, Jordan",25y 149d,90 (60-2-28 67.78%),62 (0.69),←,
34,"Parsons, James",20y 129d,17 (11-1-5 67.65%),13 (0.76),←,
16,"Selwood, Scott",27y 145d,150 (78-1-71 52.33%),39 (0.26),15 (11-0-4 73.33%),2 (0.13)
37,"Simpson, Sam",19y 66d,5 (3-1-1 70.00%),2 (0.40),←,
9,"Smith, Zac",27y 178d,105 (41-1-63 39.52%),49 (0.47),40 (28-1-11 71.25%),18 (0.45)
44,"Stewart, Tom",24y 157d,17 (12-0-5 70.59%),2 (0.12),←,
7,"Taylor, Harry",31y 68d,225 (167-2-56 74.67%),66 (0.29),←,
40,"Thurlow, Jackson",23y 144d,39 (24-1-14 62.82%),8 (0.21),←,
2,"Tuohy, Zach",27y 252d,141 (62-2-77 44.68%),46 (0.33),21 (14-1-6 69.05%),6 (0.29)
Totals,Totals,25y 219d,2219 (1413-31-775 63.68%),1231 (0.55),,
C,"Scott, Chris",41y 108d,163 (116-2-45 71.78%),,←,
