Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17,"Brown, Nathan",16,4,5,21,2,1.0,,,4.0,4.0,,4.0,1.0,2.0,,6.0,12.0,,1.0,,2.0,,
19,"Contessa, Adam",12,5,8,20,,,,1.0,3.0,4.0,4.0,1.0,,1.0,,6.0,13.0,,,4.0,,,
16,"Croft, Matthew",4,3,5,9,,,,2.0,4.0,1.0,,1.0,2.0,1.0,,2.0,6.0,,,2.0,,,
11,"Curley, Todd",6,3,6,12,,,,1.0,3.0,4.0,,,,,,4.0,7.0,,,1.0,,,
14,"Darcy, Luke",15,8,12,27,1,,28.0,2.0,,4.0,8.0,3.0,2.0,1.0,,20.0,10.0,2.0,4.0,4.0,,,
10,"Eagleton, Nathan",10,6,5,15,1,1.0,,1.0,1.0,7.0,,,,,,4.0,12.0,,1.0,,,,
32,"Ellis, Craig",1,1,,1,,,,,,,,,,,,1.0,,1.0,,1.0,,,
4,"Garlick, Simon",20,3,9,29,,1.0,,3.0,,3.0,6.0,,1.0,1.0,,9.0,19.0,,,2.0,,,
13,"Giansiracusa, Daniel",13,9,2,15,1,1.0,,1.0,,5.0,,3.0,,,,1.0,14.0,,1.0,,3.0,,
29,"Gilbee, Lindsay",9,5,5,14,,,,1.0,2.0,2.0,3.0,,,1.0,,4.0,9.0,,,,,,
3,"Grant, Chris",10,4,3,13,1,4.0,1.0,,2.0,1.0,1.0,,2.0,1.0,,7.0,5.0,2.0,1.0,3.0,1.0,,
8,"Hahn, Mitch",,,,,,,,,,,,,,1.0,,,,,,,,,
22,"Harrison, Ben",13,7,8,21,,,,,2.0,2.0,,1.0,,,,5.0,17.0,1.0,,,,,
9,"Hudson, Paul",7,4,2,9,3,2.0,,,,2.0,1.0,1.0,,1.0,,4.0,5.0,1.0,3.0,1.0,,,
25,"Hunter, Kingsley",1,2,1,2,1,,,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,
6,"Johnson, Brad",9,4,4,13,2,1.0,,1.0,,2.0,,1.0,,2.0,,5.0,8.0,1.0,2.0,3.0,2.0,,
39,"Liberatore, Tony",9,6,17,26,,,,4.0,1.0,3.0,7.0,3.0,4.0,1.0,,15.0,14.0,,,4.0,,,
2,"Murphy, Robert",3,2,3,6,,,,1.0,2.0,,,1.0,,,,3.0,3.0,1.0,,1.0,2.0,,
27,"Penny, Luke",11,4,5,16,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,5.0,10.0,,,1.0,1.0,,
30,"Robbins, Matthew",7,5,2,9,,,,,2.0,2.0,,3.0,1.0,1.0,,3.0,7.0,,,3.0,,,
5,"Smith, Rohan",5,,1,6,,,,,,3.0,1.0,,,,,2.0,4.0,,,1.0,,,
7,"West, Scott",10,4,15,25,1,,,1.0,1.0,4.0,5.0,4.0,1.0,,,9.0,16.0,,1.0,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,191,89,118,309,13,14.0,29.0,21.0,29.0,54.0,37.0,28.0,15.0,14.0,,116.0,192.0,10.0,15.0,31.0,11.0,,
Opposition,Opposition,212,108,131,343,23,15.0,21.0,46.0,35.0,57.0,36.0,22.0,14.0,15.0,6.0,128.0,218.0,11.0,21.0,34.0,13.0,,
