Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Akermanis, Jason",6,3,4,10,,,,,,,,,,1.0,,,,,,,,,
10,"Ashcroft, Marcus",10,1,6,16,,,,2.0,,,,,1.0,1.0,,,,,,,,,
17,"Bartlett, Trent",3,2,4,7,,,,1.0,,,,,,1.0,,,,,,,,,
1,"Champion, Richard",17,4,5,22,,,,,,,,,1.0,,,,,,,,,,
16,"Clarke, Matthew",9,2,7,16,,,24.0,2.0,,,,,4.0,,,,,,,,,,
26,"Corcoran, Shannon",4,1,5,9,,,,2.0,,,,,,,,,,,,,,,
14,"Dickfos, Danny",3,2,1,4,,,,,,,,,,,,,,,,,,,
6,"Fletcher, Adrian",11,2,10,21,,,,3.0,,,,,,3.0,,,,,,,,,
8,"Gowers, Andrew",9,4,3,12,,,1.0,,,,,,,,,,,,,,,,
32,"Hart, Shaun",19,3,10,29,1,1.0,,8.0,,,,,2.0,2.0,1.0,,,,,,,,
41,"Kennedy, Matthew",8,3,4,12,,,,1.0,,,,,1.0,1.0,,,,,,,,,
44,"Lappin, Nigel",13,5,3,16,,,,,,,,,1.0,,,,,,,,,,
23,"Leppitsch, Justin",4,1,3,7,2,1.0,,,,,,,,,,,,,,,,,
11,"Lynch, Alastair",4,1,2,6,,1.0,,,,,,,,,,,,,,,,,
42,"Lynch, Tristan",14,3,7,21,,,,2.0,,,,,,,,,,,,,,,
2,"McAdam, Gilbert",9,5,7,16,1,1.0,,6.0,,,,,1.0,,,,,,,,,,
7,"McIvor, Scott",12,4,,12,,,,,,,,,1.0,1.0,,,,,,,,,
4,"McRae, Craig",13,1,1,14,3,2.0,,2.0,,,,,3.0,,,,,,,,,,
24,"Merrett, Roger",5,2,1,6,2,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,
22,"Scott, Chris",2,1,1,3,,,,1.0,,,,,,,,,,,,,,,
3,"Voss, Michael",15,2,12,27,1,,,2.0,,,,,,,2.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,190,52,96,286,10,11.0,25.0,35.0,,,,,16.0,11.0,3.0,,,,,,,,
Opposition,Opposition,188,75,124,312,10,10.0,22.0,40.0,,,,,11.0,16.0,3.0,,,,,,,,
