Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
36,"Amartey, Joel",2,,2,4,,,11.0,5.0,1.0,2.0,,1.0,1.0,1.0,,3.0,1.0,,,2.0,,,67.0
32,"Bell, James",7,4,1,8,,,,3.0,,3.0,,1.0,,,,,7.0,,,1.0,,,83.0
22,"Blakey, Nick",,,,,,,,,,,,,,,,,,,,,,,
2,"Brand, Kaiden",8,2,3,11,,,,3.0,1.0,,,3.0,2.0,2.0,,5.0,5.0,,,7.0,,,78.0
7,"Cunningham, Harry",11,2,5,16,,,,4.0,5.0,,,2.0,,1.0,,4.0,12.0,,,2.0,,,93.0
34,"Dawson, Jordan",12,2,13,25,,,,4.0,3.0,3.0,1.0,3.0,2.0,,,10.0,14.0,1.0,,8.0,,,82.0
13,"Florent, Oliver",6,3,4,10,,,,2.0,,3.0,,2.0,,,,4.0,8.0,,,1.0,,1.0,68.0
42,"Fox, Robbie",5,,8,13,,,,3.0,2.0,1.0,,2.0,1.0,,,7.0,7.0,,,6.0,,,75.0
23,"Franklin, Lance",12,3,4,16,4,2.0,,2.0,,3.0,,3.0,2.0,3.0,2.0,10.0,6.0,2.0,1.0,2.0,,1.0,96.0
21,"Gulden, Errol",7,1,4,11,1,,,4.0,,1.0,,2.0,2.0,1.0,,3.0,6.0,,1.0,1.0,,,65.0
9,"Hayward, Will",6,1,2,8,2,,,3.0,,,,5.0,2.0,2.0,,5.0,3.0,1.0,,2.0,,1.0,99.0
5,"Heeney, Isaac",10,3,4,14,,3.0,,3.0,1.0,2.0,2.0,2.0,2.0,1.0,,4.0,8.0,,2.0,,,,77.0
29,"Hewett, George",7,2,14,21,,,,2.0,1.0,3.0,3.0,3.0,1.0,2.0,,14.0,10.0,,,3.0,,,85.0
31,"Hickey, Tom",9,1,5,14,,3.0,21.0,2.0,,4.0,4.0,3.0,,2.0,,7.0,6.0,,1.0,5.0,,,79.0
12,"Kennedy, Josh",7,3,12,19,,,,1.0,1.0,1.0,2.0,2.0,,,,5.0,12.0,,,1.0,,,72.0
44,"Lloyd, Jake",12,1,12,24,,,,,6.0,1.0,,4.0,,2.0,,4.0,15.0,,,2.0,1.0,,86.0
30,"McCartin, Tom",6,,7,13,,,,1.0,3.0,,1.0,6.0,,3.0,,2.0,10.0,,,5.0,,,88.0
27,"McInerney, Justin",10,6,12,22,,,,1.0,1.0,5.0,3.0,4.0,2.0,1.0,,14.0,11.0,1.0,,2.0,1.0,,90.0
14,"Mills, Callum",18,6,12,30,,,,4.0,3.0,9.0,10.0,5.0,2.0,1.0,,14.0,15.0,,,3.0,,1.0,81.0
11,"Papley, Tom",7,2,2,9,2,1.0,,1.0,,2.0,1.0,1.0,2.0,,,5.0,4.0,,2.0,1.0,,,87.0
26,"Parker, Luke",11,6,23,34,1,,,3.0,1.0,5.0,8.0,9.0,2.0,3.0,,17.0,18.0,2.0,1.0,2.0,,,90.0
24,"Rampe, Dane",11,,5,16,,,,,5.0,2.0,,4.0,1.0,1.0,,3.0,12.0,,,4.0,,,100.0
8,"Rowbottom, James",9,1,6,15,,,,9.0,,1.0,3.0,4.0,1.0,,,8.0,5.0,,,,,,60.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,193,49,160,353,10,11.0,32.0,60.0,34.0,51.0,38.0,71.0,25.0,26.0,2.0,148.0,195.0,7.0,8.0,60.0,2.0,4.0,
Opposition,Opposition,214,54,131,345,12,9.0,44.0,74.0,41.0,47.0,38.0,65.0,26.0,25.0,4.0,154.0,168.0,13.0,8.0,61.0,1.0,6.0,
