West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
12,"Allen, Oscar",24y 69d,70 (38-0-32 54.29%),95 (1.36),←,
37,"Barrass, Tom",27y 231d,128 (66-1-61 51.95%),1 (0.01),←,
33,"Bazzo, Rhett",19y 222d,13 (1-0-12 7.69%),,←,
39,"Clark, Greg",26y 3d,17 (0-0-17 0.00%),2 (0.12),←,
14,"Duggan, Liam",26y 167d,147 (77-0-70 52.38%),12 (0.08),←,
16,"Edwards, Luke",21y 104d,18 (4-0-14 22.22%),1 (0.06),←,
29,"Foley, Luke",23y 231d,29 (5-0-24 17.24%),2 (0.07),←,
3,"Gaff, Andrew",30y 345d,263 (147-1-115 56.08%),80 (0.30),←,
7,"Ginbey, Reuben",18y 259d,11 (1-0-10 9.09%),1 (0.09),←,
19,"Hough, Brady",20y 83d,20 (2-0-18 10.00%),,←,
5,"Hunt, Jayden",28y 54d,125 (62-1-62 50.00%),47 (0.38),11 (1-0-10 9.09%),4 (0.36)
25,"Hurn, Shannon",35y 265d,327 (180-1-146 55.20%),50 (0.15),←,
11,"Kelly, Tim",28y 305d,113 (52-0-61 46.02%),70 (0.62),65 (22-0-43 33.85%),22 (0.34)
44,"Long, Noah",18y 277d,7 (1-0-6 14.29%),2 (0.29),←,
24,"ONeill, Xavier",22y 297d,31 (9-0-22 29.03%),6 (0.19),←,
21,"Petruccelle, Jack",24y 45d,62 (26-0-36 41.94%),54 (0.87),←,
35,"Rotham, Josh",25y 91d,54 (21-0-33 38.89%),2 (0.04),←,
4,"Sheed, Dom",28y 47d,149 (88-1-60 59.40%),67 (0.45),←,
2,"Waterman, Jake",25y 21d,83 (37-0-46 44.58%),79 (0.95),←,
36,"West, Connor",24y 20d,27 (4-0-23 14.81%),7 (0.26),←,
32,"Williams, Bailey",23y 40d,37 (8-0-29 21.62%),11 (0.30),←,
23,"Witherden, Alex",24y 259d,91 (33-0-58 36.26%),7 (0.08),32 (7-0-25 21.88%),2 (0.06)
6,"Yeo, Elliot",29y 238d,185 (107-1-77 58.11%),73 (0.39),158 (96-1-61 61.08%),72 (0.46)
Totals,Totals,25y 33d,2007 (969-6-1032 48.28%),669 (0.33),,
C,"Simpson, Adam",47y 100d,214 (117-1-96 54.91%),,←,
