St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
21,"Arnol, Jody",21y 313d,9 (4-0-5 44.44%),5 (0.56),←,
18,"Bowey, Brett",21y 65d,40 (14-0-26 35.00%),46 (1.15),←,
15,"Coghlan, Frank",27y 277d,71 (20-0-51 28.17%),19 (0.27),←,
34,"Daniels, Jayson",19y 166d,49 (14-0-35 28.57%),13 (0.27),←,
44,"Devonport, Craig",20y 189d,21 (9-0-12 42.86%),20 (0.95),←,
2,"Frawley, Danny",26y 330d,140 (36-0-104 25.71%),9 (0.06),←,
6,"Grant, David",23y 362d,112 (31-0-81 27.68%),64 (0.57),←,
10,"Harding, Paul",26y 61d,50 (22-0-28 44.00%),5 (0.10),39 (15-0-24 38.46%),3 (0.08)
35,"Harvey, Robert",18y 348d,34 (12-0-22 35.29%),29 (0.85),←,
24,"Jeffrey, Russell",24y 179d,33 (11-0-22 33.33%),3 (0.09),←,
9,"Kitschke, Damian",24y 83d,14 (5-0-9 35.71%),7 (0.50),←,
3,"Krakouer, Jim",31y 295d,144 (76-3-65 53.82%),235 (1.63),10 (6-0-4 60.00%),6 (0.60)
17,"Lamb, Jamie",22y 113d,30 (4-0-26 13.33%),5 (0.17),←,
4,"Lockett, Tony",24y 148d,122 (35-0-87 28.69%),523 (4.29),←,
23,"Loewe, Stewart",22y 73d,91 (29-0-62 31.87%),98 (1.08),←,
41,"Pekin, Tim",25y 194d,125 (57-0-68 45.60%),26 (0.21),18 (8-0-10 44.44%),11 (0.61)
37,"Rice, Dean",22y 140d,81 (28-0-53 34.57%),14 (0.17),←,
8,"Russo, Peter",30y 279d,195 (117-0-78 60.00%),122 (0.63),33 (12-0-21 36.36%),20 (0.61)
26,"Taylor, Kain",22y 294d,39 (11-0-28 28.21%),11 (0.28),←,
7,"Winmar, Nicky",24y 313d,79 (27-0-52 34.18%),149 (1.89),←,
Totals,Totals,24y 47d,1479 (562-3-914 38.00%),1403 (0.95),,
C,"Sheldon, Ken",30y 216d,18 (8-0-10 44.44%),,←,
