Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17,"Burns, Scott",6,3,14,20,,1.0,,3.0,,2.0,10.0,,1.0,,,14.0,6.0,,,,,2.0,66.0
32,"Cloke, Travis",13,8,1,14,,2.0,,3.0,,5.0,,3.0,1.0,,,6.0,8.0,,2.0,1.0,,,93.0
12,"Cox, Shannon",3,2,5,8,,,,3.0,2.0,1.0,2.0,,,,,5.0,2.0,,,4.0,,,84.0
1,"Davis, Leon",10,5,3,13,2,,,3.0,,2.0,,4.0,,2.0,,6.0,7.0,,1.0,4.0,,,68.0
33,"Dick, Brad",8,2,3,11,2,,,3.0,,3.0,,1.0,,,,4.0,6.0,1.0,1.0,,,1.0,74.0
25,"Fraser, Josh",12,8,6,18,,,17.0,2.0,2.0,2.0,3.0,5.0,2.0,1.0,,8.0,11.0,1.0,,1.0,,,59.0
18,"Licuria, Paul",16,7,10,26,,,,4.0,4.0,4.0,2.0,2.0,2.0,1.0,,9.0,18.0,,,,,1.0,88.0
24,"Lockyer, Tarkyn",21,7,11,32,,1.0,,2.0,2.0,6.0,2.0,,1.0,,2.0,11.0,22.0,,,1.0,,1.0,93.0
30,"Lumumba, Heritier",7,2,6,13,,,,2.0,1.0,3.0,,2.0,,1.0,,5.0,8.0,,,2.0,,1.0,100.0
27,"Maxwell, Nick",2,1,2,4,,,2.0,3.0,2.0,,1.0,2.0,,1.0,,1.0,3.0,,,7.0,1.0,,95.0
7,"Medhurst, Paul",5,4,3,8,4,,,2.0,,,,2.0,1.0,1.0,,4.0,4.0,,4.0,,,,75.0
11,"OBree, Shane",12,5,14,26,,,,2.0,1.0,7.0,4.0,,,,,9.0,17.0,,1.0,1.0,,1.0,80.0
10,"Pendlebury, Scott",9,6,7,16,2,,,3.0,2.0,2.0,1.0,1.0,,1.0,,5.0,11.0,,,4.0,,,85.0
35,"Prestigiacomo, Simon",7,4,4,11,,,,1.0,3.0,1.0,,3.0,,2.0,,6.0,4.0,1.0,,11.0,1.0,,100.0
21,"Richards, Guy",5,5,2,7,,,9.0,1.0,1.0,,1.0,2.0,2.0,1.0,,3.0,6.0,,,3.0,1.0,,42.0
23,"Rocca, Anthony",13,9,1,14,3,1.0,,5.0,,4.0,,4.0,,,,5.0,8.0,4.0,6.0,,,3.0,94.0
39,"Shaw, Heath",15,4,3,18,,,,3.0,2.0,2.0,1.0,1.0,,,,6.0,13.0,,,2.0,4.0,1.0,95.0
22,"Shaw, Rhyce",16,11,9,25,,,,1.0,6.0,1.0,,1.0,,,,5.0,18.0,,,,9.0,,100.0
36,"Swan, Dane",19,11,16,35,1,,,4.0,3.0,4.0,4.0,5.0,,1.0,3.0,9.0,25.0,,,2.0,3.0,,91.0
13,"Thomas, Dale",19,7,6,25,,1.0,,1.0,2.0,7.0,2.0,2.0,1.0,1.0,,10.0,16.0,,,4.0,4.0,1.0,77.0
34,"Toovey, Alan",9,4,3,12,3,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,,4.0,7.0,,3.0,1.0,,,73.0
14,"Wakelin, Shane",5,3,2,7,,,,1.0,,1.0,,,1.0,,,3.0,4.0,1.0,,1.0,,,68.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,232,118,131,363,17,13.0,29.0,54.0,33.0,58.0,34.0,41.0,13.0,14.0,5.0,138.0,224.0,8.0,18.0,49.0,23.0,12.0,
Opposition,Opposition,195,94,118,313,13,12.0,34.0,59.0,35.0,50.0,34.0,48.0,14.0,13.0,1.0,114.0,194.0,11.0,15.0,66.0,21.0,11.0,
