Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
20,"Berbakov, Peter",23y 254d,23 (13-1-9 58.70%),8 (0.35),←,
32,"Blumfield, Justin",19y 160d,16 (10-0-6 62.50%),4 (0.25),←,
14,"Calthorpe, David",23y 259d,69 (40-2-27 59.42%),45 (0.65),←,
33,"Caracella, Blake",20y 49d,3 (2-0-1 66.67%),3 (1.00),←,
9,"Cockatoo-Collins, Che",22y 59d,60 (36-3-21 62.50%),89 (1.48),←,
23,"Cransberg, Peter",29y 278d,67 (39-2-26 59.70%),64 (0.96),←,
7,"Daniher, Chris",31y 33d,113 (65-4-44 59.29%),38 (0.34),←,
38,"Denham, Sean",28y 4d,143 (83-4-56 59.44%),54 (0.38),99 (59-4-36 61.62%),33 (0.33)
22,"Doolan, Ben",24y 113d,73 (36-3-34 51.37%),10 (0.14),48 (29-2-17 62.50%),6 (0.13)
31,"Fletcher, Dustin",21y 361d,80 (52-3-25 66.88%),22 (0.28),←,
39,"Hardwick, Damien",24y 258d,54 (32-1-21 60.19%),10 (0.19),←,
18,"Lloyd, Matthew",19y 17d,20 (11-1-8 57.50%),35 (1.75),←,
25,"Lucas, Scott",19y 124d,20 (13-0-7 65.00%),18 (0.90),←,
2,"Mercuri, Mark",23y 71d,82 (52-3-27 65.24%),120 (1.46),←,
24,"Misiti, Joe",22y 175d,91 (55-4-32 62.64%),37 (0.41),←,
3,"OConnor, Ryan",22y 310d,39 (24-3-12 65.38%),32 (0.82),←,
10,"ODonnell, Gary",31y 356d,212 (130-4-78 62.26%),79 (0.37),←,
15,"Prior, Michael",23y 239d,31 (18-1-12 59.68%),5 (0.16),←,
12,"Symons, Michael",25y 229d,83 (51-3-29 63.25%),76 (0.92),←,
21,"Wallis, Dean",27y 249d,79 (44-1-34 56.33%),29 (0.37),←,
6,"Wellman, Sean",22y 225d,49 (22-2-25 46.94%),9 (0.18),15 (9-1-5 63.33%),
Totals,Totals,24y 60d,1407 (828-45-534 58.85%),787 (0.56),,
C,"Sheedy, Kevin",49y 130d,384 (246-5-133 64.71%),,←,
