North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Allison, Brett",18,1,3,21,1,1.0,,,,,,,2.0,1.0,,,,,,,,,
11,"Angus, Warwick",10,3,6,16,1,,5.0,1.0,,,,,,1.0,,,,,,,,,
44,"Brayshaw, Mark",12,7,4,16,2,,,,,,,,1.0,,,,,,,,,,
14,"Buckley, Ben",14,4,10,24,,,,,,,,,1.0,1.0,,,,,,,,,
18,"Carey, Wayne",8,3,5,13,,1.0,,,,,,,,3.0,,,,,,,,,
27,"Crocker, Darren",11,3,9,20,2,1.0,,1.0,,,,,,2.0,,,,,,,,,
6,"Fairley, Ian",5,3,1,6,1,,,,,,,,1.0,,,,,,,,,,
29,"German, Peter",15,4,14,29,2,4.0,,,,,,,4.0,3.0,,,,,,,,,
8,"Krakouer, Andrew",11,2,4,15,1,4.0,,,,,,,2.0,1.0,,,,,,,,,
9,"Larkin, Matthew",13,4,7,20,,,,,,,,,,2.0,,,,,,,,,
35,"Longmire, John",5,2,4,9,,,,,,,,,1.0,1.0,,,,,,,,,
16,"McCarthy, John",9,2,8,17,,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
25,"McDonald, Donald",6,2,8,14,,1.0,1.0,,,,,,,2.0,,,,,,,,,
19,"McRae, Dean",7,,4,11,,,,,,,,,,,,,,,,,,,
28,"Pickering, Liam",9,3,8,17,1,,,1.0,,,,,,1.0,,,,,,,,,
36,"Romero, Jose",10,5,9,19,1,2.0,,,,,,,2.0,2.0,,,,,,,,,
2,"Schwass, Wayne",4,,12,16,,,,2.0,,,,,,3.0,,,,,,,,,
15,"Smith, Ross",11,1,3,14,,,,,,,,,1.0,,,,,,,,,,
7,"Steele, Darren",10,2,5,15,,,,,,,,,,,,,,,,,,,
46,"Stevens, Anthony",15,4,7,22,,,,3.0,,,,,5.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,203,55,131,334,12,17.0,7.0,9.0,,,,,21.0,25.0,,,,,,,,,
Opposition,Opposition,213,86,105,318,22,10.0,35.0,26.0,,,,,25.0,21.0,6.0,,,,,,,,
