Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Bickley, Mark",11,3,11,22,,,,4.0,1.0,3.0,7.0,1.0,1.0,3.0,,,,,,,,,
18,"Bond, Troy",8,4,4,12,5,,,,,,,,,,2.0,,,,,,,,
40,"Cook, Sudjai",13,5,6,19,,1.0,,3.0,,7.0,1.0,1.0,1.0,1.0,,,,,,,,,
17,"Downsborough, Ian",3,1,3,6,,1.0,1.0,,,2.0,,,,,,,,,,,,,
33,"Eccles, Andrew",1,1,5,6,,,,,,,,,,,,,,,,,,,
9,"Edwards, Tyson",4,3,3,7,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,
36,"Goodwin, Simon",14,7,3,17,,,,1.0,7.0,1.0,,1.0,,,,,,,,,,,
34,"Hart, Ben",8,3,3,11,,,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,
11,"James, Brett",9,3,18,27,,1.0,,,3.0,3.0,7.0,2.0,,,,,,,,,,,
5,"Koster, Kym",8,1,7,15,,,,1.0,,3.0,5.0,,,1.0,,,,,,,,,
23,"McLeod, Andrew",14,5,5,19,1,,,4.0,4.0,3.0,2.0,,,,1.0,,,,,,,,
21,"Ormond-Allen, Trent",5,2,2,7,,,,2.0,1.0,1.0,,2.0,,1.0,,,,,,,,,
22,"Perrie, Ian",2,2,1,3,1,,,,,1.0,1.0,,,,,,,,,,,,
15,"Pittman, David",4,2,3,7,1,,2.0,,3.0,,1.0,,2.0,1.0,,,,,,,,,
52,"Rehn, Shaun",15,5,8,23,,,19.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,,,,,,,,,
32,"Ricciuto, Mark",12,2,5,17,1,1.0,,,,3.0,1.0,6.0,,2.0,,,,,,,,,
10,"Robran, Matthew",11,6,6,17,1,1.0,10.0,3.0,,4.0,2.0,3.0,1.0,,,,,,,,,,
7,"Smart, Nigel",13,5,8,21,,,,2.0,7.0,3.0,1.0,1.0,,,,,,,,,,,
19,"Stevens, Mark",11,4,4,15,,,,1.0,2.0,2.0,1.0,4.0,,,,,,,,,,,
29,"Thiessen, James",12,4,8,20,,2.0,,2.0,1.0,5.0,1.0,2.0,1.0,1.0,,,,,,,,,
12,"Tregenza, Simon",8,1,2,10,,,,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,
30,"Vardy, Peter",10,5,,10,1,1.0,,2.0,,5.0,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,74,115,311,11,13.0,33.0,30.0,37.0,51.0,36.0,26.0,10.0,13.0,3.0,,,,,,,,
Opposition,Opposition,171,63,95,266,10,10.0,37.0,46.0,31.0,54.0,49.0,22.0,13.0,10.0,3.0,,,,,,,,
