Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",21,,17,38,1,1.0,,2.0,,,,,2.0,,2.0,,,,,,,,
35,"Baxter, Darren",26,7,11,37,,2.0,,2.0,,,,,2.0,,1.0,,,,,,,,
18,"Cameron, Leon",19,6,4,23,1,4.0,,,,,,,2.0,,,,,,,,,,
20,"Coleman, Glenn",13,12,10,23,,1.0,,1.0,,,,,,1.0,,,,,,,,,
11,"Corcoran, Shannon",5,3,5,10,,,,,,,,,,,,,,,,,,,
2,"Cousins, Richard",3,4,1,4,,,,1.0,,,,,,,,,,,,,,,
12,"Eppelstun, Greg",8,3,7,15,,,,2.0,,,,,2.0,1.0,,,,,,,,,
45,"Ford, Michael",12,4,7,19,,2.0,,1.0,,,,,3.0,,,,,,,,,,
32,"Foster, Peter",19,14,5,24,2,3.0,,,,,,,3.0,2.0,,,,,,,,,
29,"Grant, Chris",11,7,6,17,1,1.0,,1.0,,,,,,,,,,,,,,,
7,"Hawkins, Doug",11,7,2,13,,3.0,,3.0,,,,,1.0,,,,,,,,,,
43,"Hogg, Matthew",10,4,8,18,,,,2.0,,,,,3.0,,,,,,,,,,
10,"Hunter, Mark",20,3,6,26,,,,1.0,,,,,1.0,1.0,,,,,,,,,
4,"Kellett, Nigel",18,4,10,28,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
8,"Kennedy, Rick",3,1,5,8,,,,1.0,,,,,2.0,3.0,,,,,,,,,
39,"Liberatore, Tony",11,1,18,29,,,,6.0,,,,,3.0,1.0,,,,,,,,,
27,"Macpherson, Stephen",4,2,2,6,1,,,2.0,,,,,,,,,,,,,,,
14,"Reynolds, Keenan",9,3,2,11,,,,1.0,,,,,1.0,,,,,,,,,,
33,"Royal, Brian",20,6,4,24,5,2.0,,1.0,,,,,2.0,2.0,,,,,,,,,
15,"Wynd, Scott",7,12,23,30,,,7.0,4.0,,,,,6.0,1.0,3.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,250,103,153,403,11,23.0,7.0,32.0,,,,,34.0,14.0,6.0,,,,,,,,
Opposition,Opposition,191,70,173,364,6,7.0,18.0,15.0,,,,,14.0,34.0,,,,,,,,,
