Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
5,"Ablett, Gary",31y 275d,177 (99-1-77 56.21%),664 (3.75),171 (94-1-76 55.26%),654 (3.82)
3,"Bairstow, Mark",29y 344d,120 (72-1-47 60.42%),151 (1.26),←,
6,"Barnes, John",24y 32d,36 (18-1-17 51.39%),20 (0.56),24 (12-0-12 50.00%),8 (0.33)
40,"Brown, Paul",24y 58d,40 (26-0-14 65.00%),47 (1.17),←,
7,"Couch, Paul",28y 349d,177 (100-0-77 56.50%),145 (0.82),←,
28,"Darcy, Tim",29y 169d,150 (80-0-70 53.33%),65 (0.43),←,
29,"Hinkley, Ken",26y 276d,86 (48-0-38 55.81%),61 (0.71),75 (44-0-31 58.67%),40 (0.53)
32,"Hocking, Garry",24y 268d,113 (64-1-48 57.08%),111 (0.98),←,
1,"Hocking, Steve",28y 166d,170 (91-0-79 53.53%),10 (0.06),←,
10,"Hooper, Stephen",24y 55d,20 (12-0-8 60.00%),,←,
39,"Lamb, Jamie",25y 81d,45 (12-0-33 26.67%),10 (0.22),12 (7-0-5 58.33%),3 (0.25)
12,"Malakellis, Spiro",25y 71d,65 (40-0-25 61.54%),18 (0.28),←,
21,"Mansfield, Michael",21y 329d,47 (28-0-19 59.57%),38 (0.81),←,
17,"McGrath, Tim",22y 269d,46 (29-0-17 63.04%),,39 (25-0-14 64.10%),
22,"Neeld, Mark",21y 355d,46 (26-0-20 56.52%),17 (0.37),←,
23,"Pickering, Liam",24y 297d,33 (15-0-18 45.45%),14 (0.42),11 (6-0-5 54.55%),6 (0.55)
8,"Scott, Robert",24y 124d,116 (65-1-50 56.47%),151 (1.30),←,
25,"Steele, Darren",27y 81d,129 (53-1-75 41.47%),34 (0.26),10 (5-0-5 50.00%),3 (0.30)
26,"Stoneham, Barry",25y 144d,142 (81-1-60 57.39%),127 (0.89),←,
11,"Tudor, Leigh",23y 281d,14 (6-0-8 42.86%),12 (0.86),6 (3-0-3 50.00%),6 (1.00)
Totals,Totals,25y 274d,1772 (965-7-800 54.46%),1695 (0.96),,
C,"Blight, Malcolm",43y 137d,128 (74-0-54 57.81%),,112 (68-0-44 60.71%),
