Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
31,"Alvey, Mark",22y 55d,37 (19-1-17 52.70%),21 (0.57),←,
11,"Bandy, Daniel",26y 259d,123 (41-1-81 33.74%),109 (0.89),18 (8-1-9 47.22%),29 (1.61)
40,"Birss, Shane",19y 146d,16 (8-1-7 53.13%),6 (0.38),←,
17,"Brown, Nathan",24y 175d,111 (60-2-49 54.95%),134 (1.21),←,
14,"Darcy, Luke",27y 23d,151 (79-3-69 53.31%),110 (0.73),←,
28,"Dimattina, Paul",27y 255d,106 (59-1-46 56.13%),45 (0.42),←,
4,"Garlick, Simon",27y 116d,150 (81-2-67 54.67%),116 (0.77),106 (57-2-47 54.72%),89 (0.84)
13,"Giansiracusa, Daniel",20y 146d,30 (13-1-16 45.00%),30 (1.00),←,
9,"Gilbee, Lindsay",21y 27d,21 (12-0-9 57.14%),9 (0.43),←,
8,"Hahn, Mitch",21y 86d,25 (15-0-10 60.00%),3 (0.12),←,
33,"Hargrave, Ryan",21y 9d,15 (8-1-6 56.67%),3 (0.20),←,
22,"Harrison, Ben",27y 199d,116 (56-1-59 48.71%),48 (0.41),40 (18-1-21 46.25%),9 (0.22)
25,"Hunter, Kingsley",27y 69d,96 (39-1-56 41.15%),114 (1.19),55 (25-1-29 46.36%),28 (0.51)
6,"Johnson, Brad",26y 17d,185 (95-4-86 52.43%),223 (1.21),←,
35,"Kretiuk, Steven",30y 31d,152 (87-3-62 58.22%),11 (0.07),←,
23,"McMahon, Jordan",19y 69d,15 (5-1-9 36.67%),8 (0.53),←,
2,"Murphy, Robert",20y 56d,34 (17-1-16 51.47%),7 (0.21),←,
27,"Penny, Luke",21y 177d,32 (15-0-17 46.88%),4 (0.13),←,
15,"Power, Sam",19y 33d,2 (2-0-0 100.00%),2 (1.00),←,
30,"Robbins, Matthew",25y 88d,56 (28-1-27 50.89%),16 (0.29),49 (24-1-24 50.00%),16 (0.33)
5,"Smith, Rohan",29y 65d,209 (110-4-95 53.59%),202 (0.97),←,
7,"West, Scott",27y 263d,208 (107-3-98 52.16%),83 (0.40),←,
Totals,Totals,24y 58d,1890 (956-32-902 50.58%),1304 (0.69),,
C,"Wallace, Terry",43y 234d,145 (79-2-64 55.17%),,←,
