Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
41,"Bentley, Greg",19y 146d,4 (2-0-2 50.00%),3 (0.75),←,
19,"Bishop, Matthew",31y 53d,150 (92-1-57 61.67%),8 (0.05),132 (85-1-46 64.77%),4 (0.03)
20,"Brogan, Dean",27y 262d,83 (57-1-25 69.28%),31 (0.37),←,
8,"Burgoyne, Shaun",23y 316d,104 (71-0-33 68.27%),105 (1.01),←,
25,"Cassisi, Domenic",23y 345d,82 (52-1-29 64.02%),37 (0.45),←,
30,"Chaplin, Troy",20y 191d,28 (12-1-15 44.64%),2 (0.07),←,
35,"Cornes, Chad",26y 294d,160 (99-1-60 62.19%),131 (0.82),←,
18,"Cornes, Kane",23y 240d,115 (72-1-42 63.04%),53 (0.46),←,
17,"Dew, Stuart",27y 15d,180 (102-3-75 57.50%),245 (1.36),←,
33,"Ebert, Brett",22y 288d,54 (26-1-27 49.07%),59 (1.09),←,
29,"Kingsley, Adam",31y 13d,170 (98-3-69 58.53%),47 (0.28),←,
5,"Lade, Brendon",30y 54d,170 (95-3-72 56.76%),141 (0.83),←,
44,"Logan, Tom",21y 62d,11 (2-0-9 18.18%),2 (0.18),8 (2-0-6 25.00%),2 (0.25)
26,"Lower, Nick",19y 71d,4 (2-0-2 50.00%),,←,
22,"Mahoney, Josh",28y 306d,89 (43-0-46 48.31%),83 (0.93),59 (33-0-26 55.93%),73 (1.24)
16,"Pearce, Danyle",20y 148d,29 (12-0-17 41.38%),18 (0.62),←,
3,"Salopek, Steven",21y 73d,47 (26-0-21 55.32%),23 (0.49),←,
32,"Thomas, Matt",19y 187d,8 (2-0-6 25.00%),3 (0.38),←,
28,"Thurstans, Toby",26y 19d,58 (36-1-21 62.93%),50 (0.86),←,
2,"Wakelin, Darryl",32y 22d,246 (136-2-108 55.69%),12 (0.05),131 (83-1-47 63.74%),4 (0.03)
42,"Walsh, Peter",30y 40d,139 (66-1-72 47.84%),37 (0.27),35 (15-1-19 44.29%),6 (0.17)
11,"Willits, Ryan",19y 222d,3 (1-0-2 33.33%),1 (0.33),←,
Totals,Totals,24y 302d,1934 (1104-20-810 57.08%),1091 (0.56),,
C,"Williams, Mark",48y 12d,189 (112-2-75 59.79%),,←,
