Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",21y 119d,28 (8-1-19 30.36%),15 (0.54),←,
18,"Cameron, Leon",17y 231d,3 (1-0-2 33.33%),1 (0.33),←,
20,"Coleman, Glenn",29y 77d,127 (68-1-58 53.94%),65 (0.51),2 (0-0-2 0.00%),1 (0.50)
4,"Davies, Darren",24y 189d,29 (11-0-18 37.93%),26 (0.90),←,
12,"Eppelstun, Greg",23y 156d,63 (29-1-33 46.83%),1 (0.02),←,
32,"Foster, Peter",29y 323d,110 (57-2-51 52.73%),50 (0.45),103 (54-2-47 53.40%),48 (0.47)
29,"Grant, Chris",17y 129d,4 (1-0-3 25.00%),13 (3.25),←,
36,"Hannebery, Matt",25y 187d,31 (16-1-14 53.23%),4 (0.13),←,
7,"Hawkins, Doug",29y 351d,226 (87-3-136 39.16%),101 (0.45),←,
43,"Hogg, Matthew",21y 121d,39 (13-1-25 34.62%),3 (0.08),←,
21,"Kolyniuk, Steven",19y 290d,14 (5-1-8 39.29%),12 (0.86),←,
39,"Liberatore, Tony",24y 69d,22 (12-0-10 54.55%),12 (0.55),←,
11,"McGuinness, Tony",25y 350d,91 (39-2-50 43.96%),92 (1.01),←,
14,"Reynolds, Keenan",21y 104d,3 (1-0-2 33.33%),,←,
47,"Standfield, Barry",20y 67d,4 (1-0-3 25.00%),,←,
16,"Wallace, Terry",31y 129d,232 (136-2-94 59.05%),115 (0.50),47 (18-1-28 39.36%),12 (0.26)
24,"Wallis, Stephen",25y 176d,152 (75-2-75 50.00%),39 (0.26),←,
6,"Wigney, Stuart",21y 2d,26 (9-1-16 36.54%),5 (0.19),←,
28,"Williams, Mark",26y 34d,31 (17-1-13 56.45%),21 (0.68),12 (3-1-8 29.17%),11 (0.92)
15,"Wynd, Scott",20y 86d,24 (8-0-16 33.33%),5 (0.21),←,
Totals,Totals,23y 287d,1259 (594-19-646 47.18%),580 (0.46),,
C,"Wheeler, Terry",35y 39d,4 (1-0-3 25.00%),,←,
