Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",5,2,4,9,,,,,,,,,,1.0,,,,,,,,,
32,"Baldwin, Jason",11,4,15,26,,1.0,,1.0,,,,,3.0,1.0,,,,,,,,,
18,"Blakey, John",15,5,8,23,1,,,,,,,,1.0,,,,,,,,,,
39,"Bond, Jamie",3,3,,3,1,1.0,,,,,,,,,,,,,,,,,
17,"Broderick, Paul",14,3,16,30,1,2.0,,,,,,,1.0,3.0,,,,,,,,,
40,"Bunn, Mark",17,1,4,21,,,,1.0,,,,,1.0,2.0,,,,,,,,,
16,"Cormack, Joe",5,5,12,17,1,,,1.0,,,,,,,,,,,,,,,
15,"Donato, David",9,2,8,17,,,,2.0,,,,,1.0,1.0,,,,,,,,,
2,"Dundas, Matthew",16,5,9,25,,1.0,,2.0,,,,,4.0,1.0,,,,,,,,,
54,"Elliott, Jamie",6,,3,9,,,,,,,,,2.0,,,,,,,,,,
49,"Harding, Dean",3,,3,6,1,2.0,,4.0,,,,,,1.0,,,,,,,,,
6,"Ironmonger, John",2,1,3,5,,,2.0,,,,,,1.0,,,,,,,,,,
21,"Kappler, Darren",15,1,3,18,,,,2.0,,,,,1.0,,,,,,,,,,
11,"Lynch, Alastair",9,4,8,17,,1.0,1.0,,,,,,,4.0,,,,,,,,,
44,"Osborne, Richard",5,3,4,9,2,3.0,,,,,,,1.0,1.0,,,,,,,,,
28,"Paxman, Stephen",9,4,6,15,,,,4.0,,,,,,2.0,,,,,,,,,
1,"Roos, Paul",16,3,11,27,,,,2.0,,,,,2.0,,2.0,,,,,,,,
33,"Stephens, Brett",15,2,6,21,,,,1.0,,,,,2.0,1.0,,,,,,,,,
31,"Strooper, David",11,4,4,15,,,1.0,1.0,,,,,1.0,2.0,,,,,,,,,
8,"Wynd, Jim",18,3,8,26,,1.0,,1.0,,,,,3.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,55,135,339,7,13.0,4.0,22.0,,,,,24.0,20.0,2.0,,,,,,,,
Opposition,Opposition,223,68,83,306,12,20.0,16.0,34.0,,,,,20.0,24.0,4.0,,,,,,,,
