St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
2,"Brown, Tony",8,4,8,16,,,,,,,,,,1.0,,,,,,,,,
3,"Burke, Nathan",23,2,7,30,,,,2.0,,,,,,,,,,,,,,,
30,"Coghlan, Glen",5,3,8,13,,,,,,,,,,1.0,,,,,,,,,
42,"Cook, Brett",4,,4,8,,,5.0,1.0,,,,,,1.0,,,,,,,,,
18,"Cripps, Jason",23,4,3,26,1,1.0,,,,,,,3.0,2.0,,,,,,,,,
34,"Daniels, Jayson",9,5,11,20,,,,3.0,,,,,3.0,,,,,,,,,,
10,"Everitt, Peter",8,5,2,10,1,2.0,7.0,2.0,,,,,1.0,2.0,,,,,,,,,
21,"Gray, Troy",5,2,1,6,,,,1.0,,,,,1.0,1.0,,,,,,,,,
25,"Hall, Barry",4,2,3,7,1,2.0,,1.0,,,,,1.0,2.0,,,,,,,,,
35,"Harvey, Robert",10,1,10,20,,1.0,,1.0,,,,,,,,,,,,,,,
6,"Healy, Daniel",4,1,3,7,,,,,,,,,1.0,,,,,,,,,,
8,"Hudghton, Max",2,1,1,3,,,,2.0,,,,,,,,,,,,,,,
5,"Jones, Austinn",7,1,5,12,1,1.0,,,,,,,,2.0,,,,,,,,,
22,"Lappin, Matthew",6,,8,14,,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,
23,"Loewe, Stewart",9,2,6,15,2,3.0,9.0,2.0,,,,,2.0,1.0,,,,,,,,,
26,"McLaren, Joe",2,1,1,3,,,,,,,,,,1.0,,,,,,,,,
16,"Neill, Robert",5,3,2,7,,,,1.0,,,,,,,,,,,,,,,
1,"Peckett, Justin",9,4,1,10,,,,2.0,,,,,1.0,,,,,,,,,,
31,"Shanahan, Jamie",7,3,1,8,,1.0,,2.0,,,,,,,,,,,,,,,
19,"Sziller, Steven",9,5,3,12,,,,,,,,,,2.0,,,,,,,,,
20,"Young, Matthew",10,4,9,19,1,1.0,,1.0,,,,,2.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,169,53,97,266,7,15.0,21.0,24.0,,,,,16.0,17.0,,,,,,,,,
Opposition,Opposition,201,62,89,290,23,16.0,20.0,31.0,,,,,17.0,16.0,6.0,,,,,,,,
