Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
5,"Ablett, Gary",30y 179d,148 (80-1-67 54.39%),519 (3.51),142 (75-1-66 53.17%),509 (3.58)
3,"Bairstow, Mark",28y 248d,91 (52-1-38 57.69%),111 (1.22),←,
6,"Barnes, John",22y 301d,14 (6-1-7 46.43%),12 (0.86),2 (0-0-2 0.00%),
40,"Brown, Paul",22y 327d,15 (7-0-8 46.67%),11 (0.73),←,
16,"Brownless, Bill",25y 60d,105 (53-1-51 50.95%),242 (2.30),←,
7,"Couch, Paul",27y 253d,143 (77-0-66 53.85%),117 (0.82),←,
36,"Darcy, Anthony",20y 6d,1 (0-0-1 0.00%),,←,
33,"Forssman, Darren",21y 196d,16 (9-0-7 56.25%),10 (0.63),←,
14,"Handley, Steven",21y 249d,2 (0-0-2 0.00%),1 (0.50),←,
29,"Hinkley, Ken",25y 180d,53 (26-0-27 49.06%),52 (0.98),42 (22-0-20 52.38%),31 (0.74)
32,"Hocking, Garry",23y 172d,83 (46-1-36 56.02%),83 (1.00),←,
1,"Hocking, Steve",27y 70d,147 (75-0-72 51.02%),10 (0.07),←,
39,"Lamb, Jamie",23y 350d,42 (9-0-33 21.43%),9 (0.21),9 (4-0-5 44.44%),2 (0.22)
17,"McGrath, Tim",21y 173d,9 (4-0-5 44.44%),,2 (0-0-2 0.00%),
2,"Miles, Geoff",30y 78d,104 (52-0-52 50.00%),40 (0.38),2 (0-0-2 0.00%),
22,"Neeld, Mark",20y 259d,28 (14-0-14 50.00%),14 (0.50),←,
24,"Poole, Trevor",27y 340d,134 (47-0-87 35.07%),83 (0.62),35 (17-0-18 48.57%),27 (0.77)
20,"Rogers, Andrew",27y 226d,69 (41-0-28 59.42%),3 (0.04),61 (36-0-25 59.02%),2 (0.03)
8,"Scott, Robert",23y 27d,81 (42-1-38 52.47%),92 (1.14),←,
26,"Stoneham, Barry",24y 48d,112 (60-1-51 54.02%),86 (0.77),←,
Totals,Totals,24y 297d,1397 (700-7-690 50.11%),1495 (1.07),,
C,"Blight, Malcolm",42y 41d,91 (49-0-42 53.85%),,75 (43-0-32 57.33%),
