Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
44,"Bandy, Daniel",24y 184d,77 (29-0-48 37.66%),62 (0.81),←,
40,"Bootsma, Brad",27y 142d,4 (1-0-3 25.00%),1 (0.25),←,
30,"Brown, Leigh",18y 87d,11 (4-0-7 36.36%),,←,
9,"Callaghan, Craig",24y 72d,92 (27-0-65 29.35%),68 (0.74),←,
31,"Clement, James",23y 259d,78 (24-0-54 30.77%),37 (0.47),←,
10,"Cook, Troy",23y 282d,54 (28-0-26 51.85%),15 (0.28),11 (4-0-7 36.36%),4 (0.36)
12,"Dodd, Brad",23y 58d,37 (12-0-25 32.43%),15 (0.41),←,
2,"Fletcher, Adrian",30y 223d,199 (85-2-112 43.22%),90 (0.45),47 (14-0-33 29.79%),17 (0.36)
4,"Hasleby, Paul",18y 343d,11 (4-0-7 36.36%),6 (0.55),←,
5,"Jones, Anthony",25y 153d,53 (20-0-33 37.74%),3 (0.06),←,
11,"Kickett, Dale",32y 16d,157 (63-0-94 40.13%),59 (0.38),111 (40-0-71 36.04%),19 (0.17)
28,"Koops, Steven",21y 301d,25 (8-0-17 32.00%),20 (0.80),←,
20,"Longmuir, Justin",19y 120d,12 (4-0-8 33.33%),4 (0.33),←,
21,"Longmuir, Troy",20y 361d,28 (9-0-19 32.14%),6 (0.21),11 (4-0-7 36.36%),3 (0.27)
8,"McManus, Shaun",24y 101d,69 (22-0-47 31.88%),40 (0.58),←,
16,"Michael, Clem",23y 309d,32 (12-0-20 37.50%),10 (0.31),←,
23,"Parker, Shane",27y 92d,99 (34-0-65 34.34%),6 (0.06),←,
29,"Pavlich, Matthew",18y 141d,7 (2-0-5 28.57%),11 (1.57),←,
33,"Shipp, Andrew",20y 315d,21 (6-0-15 28.57%),14 (0.67),←,
1,"Toia, Luke",22y 179d,57 (22-0-35 38.60%),32 (0.56),←,
19,"Walker, James",21y 126d,24 (6-0-18 25.00%),1 (0.04),←,
26,"Waterhouse, Clive",25y 332d,75 (26-0-49 34.67%),129 (1.72),←,
Totals,Totals,23y 207d,1222 (448-2-772 36.66%),629 (0.51),,
C,"Drum, Damian",39y 297d,33 (9-0-24 27.27%),,←,
