North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Allison, Brett",10,2,3,13,1,2.0,,5.0,,,,,,3.0,,,,,,,,,
11,"Archer, Glenn",4,2,5,9,,,,1.0,,,,,,,,,,,,,,,
12,"Blakey, John",6,1,2,8,,,,,,,,,1.0,4.0,,,,,,,,,
18,"Carey, Wayne",14,13,6,20,4,1.0,,1.0,,,,,3.0,2.0,3.0,,,,,,,,
23,"Clarkson, Alastair",12,1,6,18,,,,1.0,,,,,1.0,1.0,,,,,,,,,
27,"Crocker, Darren",14,6,4,18,,,1.0,1.0,,,,,2.0,1.0,,,,,,,,,
29,"German, Peter",8,2,2,10,,,,1.0,,,,,,,,,,,,,,,
26,"Ishchenko, Alex",5,5,11,16,,1.0,8.0,1.0,,,,,1.0,1.0,,,,,,,,,
9,"Larkin, Matthew",4,,4,8,,,,,,,,,,1.0,,,,,,,,,
35,"Longmire, John",12,10,4,16,6,4.0,,1.0,,,,,,,,,,,,,,,
20,"Mann, Peter",7,4,3,10,,1.0,4.0,1.0,,,,,,2.0,,,,,,,,,
4,"Martyn, Mick",10,6,4,14,,,,1.0,,,,,2.0,1.0,1.0,,,,,,,,
41,"McAdam, Adrian",12,4,3,15,6,2.0,,,,,,,,1.0,,,,,,,,,
22,"Roberts, Mark",9,1,2,11,1,1.0,2.0,,,,,,,,,,,,,,,,
3,"Rock, Anthony",19,2,4,23,,,,3.0,,,,,1.0,3.0,,,,,,,,,
1,"Romero, Jose",8,2,2,10,1,,,,,,,,3.0,,,,,,,,,,
2,"Schwass, Wayne",22,5,7,29,,,,2.0,,,,,3.0,4.0,,,,,,,,,
24,"Sholl, Craig",6,1,6,12,,,,1.0,,,,,1.0,1.0,,,,,,,,,
15,"Smith, Ross",10,2,2,12,,,,2.0,,,,,2.0,1.0,,,,,,,,,
10,"Stevens, Anthony",19,2,5,24,,,,4.0,,,,,3.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,211,71,85,296,19,15.0,15.0,26.0,,,,,23.0,27.0,4.0,,,,,,,,
Opposition,Opposition,245,101,130,375,13,13.0,23.0,30.0,,,,,27.0,23.0,2.0,,,,,,,,
