Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
2,"Bellchambers, Tom",31y 22d,134 (60-2-72 45.52%),76 (0.57),←,
28,"Cahill, Ned",19y 202d,3 (1-0-2 33.33%),2 (0.67),←,
12,"Cutler, Tom",25y 162d,69 (20-0-49 28.99%),32 (0.46),3 (2-0-1 66.67%),
38,"Draper, Sam",21y 307d,1 (0-0-1 0.00%),,←,
10,"Francis, Aaron",22y 356d,32 (16-0-16 50.00%),6 (0.19),←,
8,"Gleeson, Martin",25y 341d,83 (30-1-52 36.75%),5 (0.06),←,
33,"Ham, Brayden",21y 97d,11 (5-0-6 45.45%),3 (0.27),←,
18,"Hurley, Michael",30y 60d,187 (90-3-94 48.93%),108 (0.58),←,
43,"McDonald-Tipungwuti, Anthony",27y 100d,97 (44-0-53 45.36%),109 (1.12),←,
1,"McGrath, Andrew",22y 59d,72 (39-0-33 54.17%),15 (0.21),←,
7,"Merrett, Zach",24y 302d,133 (59-1-73 44.74%),45 (0.34),←,
3,"Parish, Darcy",23y 6d,84 (37-0-47 44.05%),36 (0.43),←,
27,"Redman, Mason",22y 340d,32 (17-0-15 53.13%),1 (0.03),←,
14,"Ridley, Jordan",21y 285d,17 (10-0-7 58.82%),,←,
42,"Saad, Adam",26y 8d,100 (42-1-57 42.50%),6 (0.06),52 (29-0-23 55.77%),3 (0.06)
9,"Shiel, Dylan",27y 144d,163 (74-3-86 46.32%),74 (0.45),28 (15-0-13 53.57%),10 (0.36)
5,"Smith, Devon",27y 72d,146 (57-2-87 39.73%),126 (0.86),37 (19-0-18 51.35%),26 (0.70)
40,"Snelling, Will",22y 360d,13 (8-0-5 61.54%),9 (0.69),12 (7-0-5 58.33%),8 (0.67)
17,"Stewart, James",26y 149d,46 (21-0-25 45.65%),55 (1.20),28 (13-0-15 46.43%),37 (1.32)
20,"Townsend, Jacob",27y 41d,56 (24-0-32 42.86%),39 (0.70),8 (5-0-3 62.50%),7 (0.88)
11,"Zaharakis, David",30y 161d,215 (100-2-113 46.98%),130 (0.60),←,
30,"Zerk-Thatcher, Brandon",21y 341d,3 (2-0-1 66.67%),,←,
Totals,Totals,24y 361d,1697 (756-15-926 44.55%),877 (0.52),,
C,"Worsfold, John",51y 310d,379 (193-2-184 51.19%),,98 (44-0-54 44.90%),
