St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
27,"Beveridge, Luke",26y 330d,95 (54-1-40 57.37%),90 (0.95),22 (11-0-11 50.00%),20 (0.91)
2,"Brown, Tony",20y 52d,48 (23-0-25 47.92%),30 (0.63),←,
3,"Burke, Nathan",27y 163d,218 (95-2-121 44.04%),79 (0.36),←,
18,"Cripps, Jason",20y 278d,25 (13-0-12 52.00%),5 (0.20),←,
10,"Everitt, Peter",23y 77d,84 (38-1-45 45.83%),132 (1.57),←,
35,"Harvey, Robert",25y 332d,170 (83-2-85 49.41%),101 (0.59),←,
6,"Healy, Daniel",23y 77d,14 (8-0-6 57.14%),6 (0.43),←,
24,"Heatley, Jason",25y 148d,14 (9-0-5 64.29%),49 (3.50),11 (6-0-5 54.55%),41 (3.73)
8,"Hudghton, Max",20y 320d,13 (8-0-5 61.54%),,←,
5,"Jones, Austinn",20y 294d,57 (25-0-32 43.86%),51 (0.89),←,
22,"Lappin, Matthew",21y 152d,31 (13-1-17 43.55%),16 (0.52),←,
23,"Loewe, Stewart",29y 57d,229 (100-1-128 43.89%),459 (2.00),←,
1,"Peckett, Justin",24y 287d,87 (36-1-50 41.95%),2 (0.02),←,
31,"Shanahan, Jamie",29y 225d,116 (56-1-59 48.71%),,←,
4,"Smith, Joel",20y 77d,56 (27-0-29 48.21%),50 (0.89),←,
19,"Sziller, Steven",24y 216d,47 (23-0-24 48.94%),12 (0.26),←,
29,"Thompson, Andrew",24y 271d,14 (8-0-6 57.14%),6 (0.43),←,
9,"Vidovic, Lazar",32y 109d,74 (37-1-36 50.68%),12 (0.16),←,
15,"Wakelin, Darryl",22y 342d,47 (22-0-25 46.81%),2 (0.04),←,
7,"Winmar, Nicky",31y 297d,199 (87-1-111 43.97%),255 (1.28),←,
20,"Young, Matthew",24y 305d,54 (27-0-27 50.00%),12 (0.22),33 (18-0-15 54.55%),6 (0.18)
Totals,Totals,24y 297d,1692 (792-12-888 46.81%),1369 (0.81),,
C,"Alves, Stan",51y 58d,82 (34-1-47 42.07%),,←,
