Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
26,"Bickley, Mark",22y 292d,27 (11-0-16 40.74%),4 (0.15),←,
34,"Hart, Ben",17y 318d,9 (3-0-6 33.33%),,←,
3,"Hart, Darel",28y 140d,26 (12-0-14 46.15%),18 (0.69),←,
29,"Ingerson, Anthony",22y 222d,9 (3-0-6 33.33%),9 (1.00),←,
35,"Jameson, Rod",21y 327d,27 (12-0-15 44.44%),68 (2.52),←,
2,"Jarman, Andrew",26y 129d,25 (11-0-14 44.00%),13 (0.52),←,
13,"Lee, Scott",28y 352d,31 (13-0-18 41.94%),7 (0.23),←,
27,"Liptak, Matthew",22y 22d,21 (10-0-11 47.62%),33 (1.57),←,
16,"Marshall, David",31y 327d,19 (8-0-11 42.11%),10 (0.53),←,
18,"Maynard, Rodney",25y 244d,31 (13-0-18 41.94%),8 (0.26),←,
10,"McDermott, Chris",28y 200d,30 (13-0-17 43.33%),11 (0.37),←,
25,"Mickan, Mark",31y 113d,70 (20-0-50 28.57%),28 (0.40),22 (8-0-14 36.36%),2 (0.09)
6,"Modra, Tony",23y 82d,3 (0-0-3 0.00%),11 (3.67),←,
22,"Murphy, Michael",26y 257d,12 (3-0-9 25.00%),20 (1.67),9 (3-0-6 33.33%),20 (2.22)
52,"Rehn, Shaun",20y 279d,14 (5-0-9 35.71%),3 (0.21),←,
40,"Schwerdt, Stephen",23y 360d,6 (2-0-4 33.33%),,←,
7,"Smart, Nigel",23y 1d,24 (9-0-15 37.50%),2 (0.08),←,
4,"Tasker, Sean",23y 339d,13 (4-0-9 30.77%),1 (0.08),←,
12,"Tregenza, Simon",21y 74d,24 (10-0-14 41.67%),5 (0.21),←,
33,"Weidemann, Wayne",25y 214d,14 (4-0-10 28.57%),1 (0.07),←,
Totals,Totals,24y 306d,435 (166-0-269 38.16%),252 (0.58),,
C,"Cornes, Graham",44y 52d,31 (13-0-18 41.94%),,←,
