Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
24,"Adams, Marcus",28y 59d,54 (33-0-21 61.11%),4 (0.07),27 (19-0-8 70.37%),
31,"Andrews, Harris",24y 260d,135 (53-0-82 39.26%),10 (0.07),←,
33,"Bailey, Zac",21y 339d,69 (43-0-26 62.32%),53 (0.77),←,
7,"Berry, Jarrod",23y 204d,84 (41-0-43 48.81%),39 (0.46),←,
14,"Birchall, Grant",33y 212d,286 (195-1-90 68.36%),36 (0.13),38 (28-0-10 73.68%),2 (0.05)
23,"Cameron, Charlie",27y 54d,150 (94-1-55 63.00%),244 (1.63),77 (47-0-30 61.04%),157 (2.04)
12,"Cockatoo, Nakia",24y 309d,40 (24-1-15 61.25%),30 (0.75),6 (4-0-2 66.67%),5 (0.83)
18,"Coleman, Keidean",21y 150d,22 (15-0-7 68.18%),8 (0.36),←,
3,"Daniher, Joe",27y 177d,131 (55-1-75 42.37%),236 (1.80),23 (15-0-8 65.22%),45 (1.96)
21,"Fullarton, Tom",22y 186d,13 (7-0-6 53.85%),3 (0.23),←,
27,"Gardiner, Darcy",25y 340d,132 (57-0-75 43.18%),5 (0.04),←,
17,"Lyons, Jarryd",29y 37d,158 (90-0-68 56.96%),77 (0.49),66 (46-0-20 69.70%),28 (0.42)
36,"Mathieson, Rhys",24y 230d,62 (28-0-34 45.16%),26 (0.42),←,
11,"McCarthy, Lincoln",27y 310d,93 (67-0-26 72.04%),95 (1.02),64 (44-0-20 68.75%),70 (1.09)
6,"McCluggage, Hugh",23y 178d,105 (54-0-51 51.43%),63 (0.60),←,
46,"McInerney, Oscar",27y 49d,78 (47-0-31 60.26%),36 (0.46),←,
25,"McStay, Daniel",26y 65d,139 (62-0-77 44.60%),113 (0.81),←,
9,"Neale, Lachie",28y 96d,194 (104-0-90 53.61%),101 (0.52),59 (39-0-20 66.10%),34 (0.58)
20,"Prior, Jaxon",20y 85d,18 (14-0-4 77.78%),6 (0.33),←,
10,"Rich, Daniel",31y 82d,245 (100-1-144 41.02%),113 (0.46),←,
5,"Robinson, Mitch",32y 82d,231 (108-1-122 46.97%),119 (0.52),131 (57-0-74 43.51%),61 (0.47)
37,"Starcevich, Brandon",22y 35d,46 (31-0-15 67.39%),2 (0.04),←,
15,"Zorko, Dayne",32y 200d,207 (85-0-122 41.06%),210 (1.01),←,
Totals,Totals,26y 131d,2692 (1407-6-1279 52.27%),1629 (0.61),,
C,"Fagan, Chris",60y 66d,110 (56-0-54 50.91%),,←,
