Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Ambrose, Patrick",5,4,11,16,,,,2.0,1.0,2.0,,2.0,1.0,2.0,,5.0,13.0,,,4.0,,1.0,87.0
12,"Baguley, Mark",8,8,9,17,,,,3.0,2.0,,2.0,2.0,,,,9.0,9.0,2.0,,6.0,,,86.0
32,"Colyer, Travis",10,6,5,15,,,,1.0,1.0,2.0,3.0,,1.0,,,7.0,8.0,,,1.0,4.0,,72.0
6,"Daniher, Joe",12,7,5,17,3,3.0,4.0,1.0,,4.0,2.0,1.0,2.0,,,6.0,11.0,1.0,3.0,1.0,,1.0,87.0
13,"Fantasia, Orazio",8,4,8,16,4,1.0,,1.0,1.0,,,3.0,1.0,1.0,2.0,9.0,8.0,1.0,1.0,,,,78.0
8,"Gleeson, Martin",14,6,1,15,,,,1.0,3.0,1.0,,4.0,,3.0,,1.0,15.0,,,2.0,1.0,,84.0
9,"Goddard, Brendon",17,10,12,29,,1.0,,5.0,2.0,6.0,7.0,1.0,1.0,,,10.0,20.0,,1.0,5.0,,,73.0
15,"Green, Josh",8,4,3,11,,,,1.0,,4.0,,1.0,,,,5.0,7.0,,,1.0,,2.0,77.0
36,"Hartley, Michael",6,4,7,13,,,,3.0,3.0,1.0,,1.0,1.0,,,6.0,7.0,,,10.0,,,85.0
21,"Heppell, Dyson",18,8,16,34,3,,,7.0,4.0,4.0,1.0,3.0,3.0,1.0,3.0,16.0,18.0,1.0,2.0,2.0,,,81.0
26,"Hooker, Cale",7,2,3,10,3,1.0,,1.0,,1.0,2.0,1.0,1.0,,,7.0,3.0,1.0,1.0,2.0,,1.0,86.0
18,"Hurley, Michael",17,7,4,21,,,,,6.0,1.0,1.0,4.0,,1.0,,3.0,14.0,,,3.0,1.0,,87.0
47,"Kelly, James",11,8,10,21,,,,1.0,3.0,2.0,1.0,,,,,3.0,18.0,,,2.0,,1.0,86.0
30,"Langford, Kyle",6,5,5,11,,2.0,,4.0,,,,1.0,1.0,,,5.0,6.0,,2.0,,,,84.0
43,"McDonald-Tipungwuti, Anthony",10,5,7,17,,1.0,,3.0,,4.0,,2.0,2.0,1.0,,4.0,11.0,,3.0,,1.0,3.0,73.0
1,"McGrath, Andrew",12,6,10,22,,,,5.0,5.0,1.0,1.0,1.0,2.0,,,7.0,15.0,1.0,,1.0,,,81.0
44,"McKernan, Shaun",8,5,9,17,1,,27.0,3.0,1.0,3.0,5.0,9.0,1.0,6.0,,7.0,12.0,,,5.0,,,90.0
7,"Merrett, Zach",23,7,14,37,,1.0,,3.0,2.0,7.0,5.0,3.0,1.0,1.0,1.0,12.0,25.0,,,1.0,,,80.0
3,"Parish, Darcy",17,7,8,25,,1.0,,6.0,3.0,7.0,1.0,6.0,1.0,,,8.0,17.0,,,,,1.0,83.0
5,"Stanton, Brent",15,10,4,19,2,,,1.0,3.0,2.0,,1.0,,,,1.0,18.0,,,,,,78.0
4,"Watson, Jobe",13,7,14,27,,1.0,,8.0,1.0,2.0,4.0,2.0,1.0,,,6.0,20.0,,2.0,,,,78.0
11,"Zaharakis, David",11,5,7,18,1,,,5.0,4.0,2.0,1.0,3.0,,,,7.0,13.0,,1.0,1.0,1.0,1.0,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,256,135,172,428,17,14.0,31.0,65.0,45.0,56.0,36.0,51.0,20.0,16.0,6.0,144.0,288.0,7.0,16.0,47.0,8.0,11.0,
Opposition,Opposition,210,82,164,374,12,19.0,39.0,48.0,33.0,59.0,38.0,48.0,16.0,20.0,,142.0,227.0,6.0,9.0,60.0,5.0,6.0,
