Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
12,"Baguley, Mark",30y 70d,100 (42-1-57 42.50%),3 (0.03),←,
2,"Bellchambers, Tom",28y 21d,89 (36-2-51 41.57%),61 (0.69),←,
32,"Colyer, Travis",25y 340d,75 (36-1-38 48.67%),51 (0.68),←,
6,"Daniher, Joe",23y 148d,88 (32-1-55 36.93%),161 (1.83),←,
13,"Fantasia, Orazio",21y 319d,45 (13-1-31 30.00%),69 (1.53),←,
8,"Gleeson, Martin",22y 339d,64 (18-1-45 28.91%),5 (0.08),←,
9,"Goddard, Brendon",32y 71d,307 (168-4-135 55.37%),157 (0.51),102 (42-1-59 41.67%),53 (0.52)
36,"Hartley, Michael",24y 53d,33 (11-0-22 33.33%),1 (0.03),←,
21,"Heppell, Dyson",25y 77d,124 (59-2-63 48.39%),42 (0.34),←,
26,"Hooker, Cale",28y 290d,150 (67-2-81 45.33%),61 (0.41),←,
18,"Hurley, Michael",27y 59d,137 (64-3-70 47.81%),108 (0.79),←,
47,"Kelly, James",33y 213d,309 (197-1-111 63.92%),90 (0.29),36 (12-0-24 33.33%),2 (0.06)
33,"Laverde, Jayden",21y 109d,20 (5-0-15 25.00%),13 (0.65),←,
43,"McDonald-Tipungwuti, Anthony",24y 99d,39 (12-0-27 30.77%),37 (0.95),←,
1,"McGrath, Andrew",19y 58d,17 (9-0-8 52.94%),1 (0.06),←,
45,"McKenna, Conor",21y 124d,28 (9-0-19 32.14%),8 (0.29),←,
7,"Merrett, Zach",21y 300d,77 (28-1-48 37.01%),27 (0.35),←,
23,"Myers, David",28y 30d,95 (49-0-46 51.58%),28 (0.29),←,
3,"Parish, Darcy",20y 5d,35 (10-0-25 28.57%),12 (0.34),←,
17,"Stewart, James",23y 148d,29 (14-0-15 48.28%),32 (1.10),11 (6-0-5 54.55%),14 (1.27)
4,"Watson, Jobe",32y 172d,216 (95-4-117 44.91%),112 (0.52),←,
11,"Zaharakis, David",27y 159d,165 (73-2-90 44.85%),112 (0.68),←,
Totals,Totals,25y 212d,2242 (1047-26-1169 46.70%),1191 (0.53),,
C,"Worsfold, John",48y 308d,321 (161-2-158 50.47%),,40 (12-0-28 30.00%),
