Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Birchall, Grant",18,5,10,28,,,,2.0,2.0,5.0,,1.0,1.0,1.0,,8.0,19.0,1.0,,2.0,,1.0,84.0
22,"Breust, Luke",7,3,8,15,1,,,4.0,1.0,6.0,3.0,3.0,2.0,1.0,,7.0,8.0,,,2.0,,2.0,82.0
9,"Burgoyne, Shaun",13,4,12,25,,,,2.0,1.0,3.0,3.0,2.0,,,,6.0,19.0,,,1.0,1.0,,83.0
18,"Ceglar, Jonathon",6,5,5,11,1,1.0,15.0,2.0,,1.0,3.0,4.0,1.0,2.0,,6.0,8.0,,1.0,3.0,,1.0,84.0
8,"Duryea, Taylor",12,7,8,20,,,,3.0,2.0,2.0,,2.0,,1.0,,3.0,16.0,,,,,2.0,81.0
6,"Gibson, Josh",17,11,19,36,,,,1.0,1.0,,2.0,2.0,,2.0,2.0,9.0,27.0,1.0,,6.0,,,99.0
19,"Gunston, Jack",15,9,8,23,5,1.0,,2.0,,1.0,2.0,2.0,,1.0,1.0,4.0,18.0,1.0,4.0,4.0,,,89.0
20,"Hale, David",8,6,6,14,2,1.0,16.0,1.0,1.0,3.0,1.0,1.0,,1.0,,6.0,8.0,1.0,2.0,2.0,,3.0,85.0
40 ↑,"Hartung, Billy",6,6,4,10,1,,,,,3.0,,,,,,,9.0,,,,,,27.0
17 ↓,"Lake, Brian",7,7,5,12,,,,2.0,1.0,1.0,,,1.0,,,3.0,9.0,1.0,,1.0,,,67.0
29,"Langford, Will",4,2,10,14,,1.0,,5.0,1.0,,2.0,1.0,1.0,,,8.0,7.0,,2.0,1.0,,,84.0
3,"Lewis, Jordan",24,11,10,34,1,1.0,4.0,3.0,2.0,6.0,4.0,,1.0,,3.0,9.0,24.0,2.0,3.0,,,1.0,88.0
31,"Dewar, Angus",7,2,10,17,,,,3.0,3.0,,,3.0,,,,8.0,10.0,,,3.0,1.0,,86.0
5,"Mitchell, Sam",11,8,19,30,,,,2.0,1.0,2.0,10.0,2.0,3.0,2.0,,13.0,20.0,,1.0,2.0,,,77.0
28,"Puopolo, Paul",8,6,11,19,2,2.0,,4.0,1.0,2.0,2.0,,2.0,,,6.0,13.0,,2.0,,,1.0,77.0
2,"Roughead, Jarryd",12,6,5,17,4,3.0,,4.0,,2.0,,1.0,1.0,,,7.0,10.0,2.0,4.0,2.0,,1.0,98.0
25,"Schoenmakers, Ryan",8,9,5,13,,,,2.0,2.0,1.0,,,,,,2.0,11.0,,,6.0,,,88.0
12,"Sewell, Brad",8,4,13,21,,,,2.0,,3.0,1.0,4.0,,2.0,,6.0,16.0,,,1.0,,,79.0
26,"Shiels, Liam",12,5,11,23,,,,7.0,1.0,4.0,1.0,2.0,,2.0,,3.0,21.0,,,,,1.0,89.0
32,"Simpkin, Jonathan",14,6,13,27,1,,,5.0,1.0,3.0,,3.0,,2.0,,4.0,24.0,,,,1.0,,82.0
16,"Smith, Isaac",16,5,15,31,,1.0,1.0,2.0,6.0,3.0,4.0,6.0,,1.0,,6.0,22.0,,,1.0,,,88.0
27,"Spangher, Matthew",11,5,4,15,,,,2.0,3.0,1.0,,3.0,1.0,1.0,,5.0,10.0,1.0,,3.0,,1.0,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,244,132,211,455,18,13.0,36.0,60.0,30.0,52.0,38.0,42.0,14.0,19.0,6.0,129.0,329.0,10.0,19.0,40.0,3.0,14.0,
Opposition,Opposition,169,66,115,284,8,8.0,33.0,56.0,32.0,41.0,33.0,43.0,19.0,14.0,,115.0,162.0,17.0,12.0,37.0,5.0,4.0,
