Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Adams, Taylor",20,3,5,25,1,,,5.0,1.0,8.0,9.0,4.0,,1.0,,11.0,10.0,,,1.0,,,83.0
14,"Cameron, Darcy",8,1,8,16,,1.0,45.0,2.0,2.0,,5.0,2.0,5.0,1.0,,12.0,5.0,,,1.0,,,80.0
46,"Cox, Mason",4,2,2,6,,,12.0,2.0,,,1.0,3.0,1.0,1.0,,3.0,2.0,,,1.0,,1.0,51.0
25,"Crisp, Jack",6,4,17,23,,,,6.0,1.0,3.0,1.0,3.0,1.0,,,8.0,14.0,,,1.0,2.0,2.0,83.0
7,"Daicos, Josh",13,2,11,24,1,1.0,,3.0,1.0,3.0,2.0,6.0,1.0,1.0,,13.0,10.0,,,,,,86.0
35,"Daicos, Nick",14,,11,25,1,,,6.0,3.0,1.0,9.0,5.0,1.0,3.0,,11.0,6.0,,,1.0,,,82.0
2,"de Goey, Jordan",9,1,10,19,,,,4.0,2.0,3.0,7.0,4.0,,,,10.0,6.0,,,1.0,,,81.0
5,"Elliott, Jamie",6,4,6,12,3,1.0,,,,2.0,,2.0,1.0,,3.0,7.0,6.0,,4.0,1.0,,2.0,83.0
23,"Hill, Bobby",3,2,3,6,1,,,4.0,,2.0,,2.0,,1.0,,1.0,5.0,,1.0,3.0,,,72.0
38,"Howe, Jeremy",5,2,3,8,,,,3.0,4.0,,,,,,,2.0,3.0,,,5.0,,,87.0
1,"Lipinski, Patrick",10,7,10,20,,,,1.0,1.0,1.0,4.0,2.0,,,,10.0,10.0,1.0,,1.0,,,79.0
37 ↑,"Markov, Oleg",1,,3,4,,,,2.0,2.0,,,1.0,,,,2.0,2.0,,,,,,34.0
4,"Maynard, Brayden",9,4,3,12,,,,3.0,2.0,3.0,,3.0,2.0,1.0,,4.0,7.0,1.0,,3.0,2.0,1.0,83.0
31,"McCreery, Beau",10,1,,10,1,,,5.0,,4.0,1.0,3.0,,1.0,,3.0,5.0,,,,1.0,1.0,71.0
11,"McStay, Daniel",8,4,,8,2,,,1.0,,1.0,,3.0,1.0,,,2.0,5.0,1.0,1.0,4.0,,,91.0
41,"Mihocek, Brody",5,1,3,8,2,1.0,,,,2.0,,,,,,6.0,3.0,1.0,1.0,1.0,,,85.0
6 ↓,"Mitchell, Tom",5,1,10,15,,,,4.0,1.0,2.0,2.0,6.0,,2.0,,8.0,7.0,,1.0,,,,50.0
30,"Moore, Darcy",12,4,8,20,,,,3.0,6.0,1.0,,2.0,,,,9.0,5.0,3.0,,11.0,,,100.0
28,"Murphy, Nathan",5,3,6,11,,,,1.0,2.0,,,,,,,6.0,4.0,1.0,,16.0,,,96.0
9,"Noble, John",6,1,5,11,,,,4.0,4.0,2.0,1.0,3.0,,,,4.0,8.0,,,,1.0,,74.0
10,"Pendlebury, Scott",16,2,12,28,,,,1.0,3.0,4.0,6.0,5.0,1.0,,,8.0,17.0,,,1.0,,1.0,83.0
3,"Quaynor, Isaac",8,3,5,13,,,,1.0,4.0,,1.0,1.0,,,,4.0,8.0,1.0,,2.0,,,83.0
22,"Sidebottom, Steele",20,3,6,26,1,,,3.0,5.0,2.0,5.0,6.0,,1.0,,4.0,16.0,,,2.0,1.0,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,203,55,147,350,13,7.0,57.0,64.0,44.0,44.0,54.0,66.0,14.0,13.0,3.0,148.0,164.0,9.0,8.0,56.0,7.0,8.0,
Opposition,Opposition,218,66,118,336,12,11.0,34.0,79.0,31.0,57.0,46.0,55.0,13.0,14.0,3.0,140.0,180.0,9.0,10.0,58.0,2.0,7.0,
