Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Bontempelli, Marcus",11,5,16,27,,2.0,,4.0,2.0,3.0,5.0,3.0,1.0,1.0,,13.0,16.0,2.0,1.0,4.0,,1.0,78.0
29,"Bramble, Lachlan",13,6,5,18,,,,2.0,3.0,3.0,,4.0,,2.0,,4.0,14.0,,,,,1.0,77.0
31,"Dale, Bailey",23,9,7,30,2,,,3.0,4.0,2.0,1.0,4.0,,,,6.0,18.0,,2.0,1.0,2.0,1.0,88.0
35 ↑,"Daniel, Caleb",6,2,6,12,,,,3.0,1.0,1.0,,2.0,1.0,,,4.0,10.0,,,2.0,,,61.0
10,"Darcy, Sam",9,7,4,13,3,1.0,3.0,4.0,,5.0,,2.0,,,,6.0,7.0,2.0,3.0,1.0,,,71.0
15,"Duryea, Taylor",9,6,5,14,,,,1.0,3.0,,,2.0,1.0,,,3.0,11.0,,,1.0,,,71.0
44,"English, Tim",13,7,10,23,1,2.0,28.0,6.0,1.0,3.0,6.0,2.0,4.0,1.0,,11.0,14.0,,2.0,2.0,,,89.0
12,"Gallagher, Harvey",5,4,3,8,,,,1.0,3.0,1.0,,3.0,1.0,2.0,,4.0,5.0,,,,,,74.0
38,"Garcia, Riley",4,,12,16,,1.0,,2.0,,1.0,,1.0,2.0,1.0,,9.0,7.0,,,1.0,,,75.0
22,"Harmes, James",6,2,8,14,,,,1.0,3.0,2.0,,1.0,,,,2.0,12.0,,,2.0,1.0,,76.0
39,"Johannisen, Jason",15,6,4,19,,1.0,,1.0,2.0,3.0,,2.0,,,,1.0,14.0,,,,,,76.0
19,"Jones, Liam",8,7,3,11,,,,2.0,,,,1.0,1.0,1.0,,5.0,7.0,2.0,,10.0,,,100.0
24,"Khamis, Buku",5,2,5,10,,,,2.0,1.0,,,1.0,3.0,1.0,,5.0,5.0,,,5.0,,,95.0
7,"Lobb, Rory",4,2,4,8,,,3.0,1.0,,2.0,1.0,1.0,1.0,,,4.0,3.0,1.0,,3.0,,,86.0
11,"Macrae, Jack",9,7,9,18,,,,6.0,,2.0,4.0,2.0,,,,5.0,13.0,,,2.0,,,74.0
33,"Naughton, Aaron",10,7,4,14,2,,,1.0,,4.0,,1.0,,1.0,,3.0,10.0,,,,,2.0,92.0
18,"ODonnell, James",11,7,2,13,,,,,5.0,1.0,,2.0,,1.0,,2.0,11.0,1.0,,5.0,,,92.0
20,"Richards, Ed",12,4,11,23,,,,3.0,5.0,6.0,2.0,6.0,,2.0,,7.0,16.0,,,3.0,1.0,,83.0
1,"Treloar, Adam",10,,19,29,,2.0,,3.0,4.0,2.0,9.0,1.0,1.0,,,13.0,14.0,,,1.0,,1.0,85.0
23,"Vandermeer, Laitham",7,3,3,10,1,1.0,,5.0,,3.0,,1.0,,,,3.0,7.0,,,,,,70.0
3 ↓,"Weightman, Cody",,,1,1,,,,2.0,,,,2.0,,1.0,,,1.0,,,1.0,,,22.0
14,"West, Rhylee",4,2,8,12,1,,,3.0,1.0,3.0,,1.0,1.0,,,7.0,5.0,,1.0,,,1.0,82.0
34,"Williams, Bailey",9,4,10,19,,,,4.0,,3.0,2.0,,1.0,,,7.0,12.0,,,1.0,,,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,203,99,159,362,10,11.0,34.0,60.0,38.0,50.0,30.0,45.0,18.0,14.0,,124.0,232.0,8.0,9.0,45.0,4.0,7.0,
Opposition,Opposition,206,91,179,385,14,11.0,47.0,53.0,40.0,52.0,47.0,46.0,14.0,18.0,6.0,136.0,246.0,9.0,15.0,39.0,14.0,11.0,
