St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
2,"Brown, Tony",6,5,8,14,1,,,1.0,,3.0,1.0,3.0,,2.0,,3.0,12.0,,1.0,,,,
3,"Burke, Nathan",18,6,8,26,1,,,2.0,4.0,5.0,4.0,1.0,,2.0,,7.0,22.0,1.0,,4.0,1.0,,
10,"Everitt, Peter",3,2,1,4,2,,1.0,,1.0,,1.0,,1.0,1.0,,2.0,2.0,1.0,2.0,,,,
42,"Gowans, James",10,7,8,18,,1.0,,1.0,3.0,1.0,4.0,,1.0,3.0,,8.0,11.0,,,,,,
25,"Hall, Barry",13,9,2,15,1,4.0,1.0,,,5.0,,,,3.0,,7.0,9.0,4.0,6.0,1.0,,,
7,"Hayes, Lenny",13,5,6,19,1,,,3.0,1.0,3.0,1.0,1.0,1.0,2.0,,9.0,10.0,,1.0,2.0,,,
6,"Healy, Daniel",7,3,7,14,,,,1.0,1.0,2.0,1.0,,1.0,,,7.0,8.0,,,1.0,,,
8,"Hudghton, Max",4,3,7,11,,,,,5.0,,,2.0,,2.0,,3.0,8.0,,,,,,
5,"Jones, Austinn",11,3,6,17,,,,,4.0,2.0,,6.0,,2.0,,5.0,11.0,,1.0,,1.0,,
23,"Loewe, Stewart",10,4,6,16,1,,17.0,3.0,,3.0,4.0,1.0,2.0,1.0,,8.0,8.0,1.0,,1.0,,,
26,"McLaren, Joe",15,6,7,22,1,,,,,6.0,5.0,1.0,,,,6.0,17.0,,,1.0,2.0,,
11,"Mitchell, Gavin",8,2,1,9,3,,,,1.0,1.0,,1.0,1.0,1.0,,6.0,3.0,1.0,1.0,1.0,2.0,,
1,"Peckett, Justin",1,1,8,9,,,,2.0,,1.0,1.0,1.0,,4.0,,6.0,4.0,,,1.0,,,
28,"Ryan, Damien",4,,1,5,,,,3.0,,2.0,,,,,,3.0,2.0,,,,,,
13,"Sierakowski, David",5,7,6,11,,,10.0,,1.0,2.0,1.0,,2.0,1.0,,5.0,7.0,2.0,,,2.0,,
19,"Sziller, Steven",11,8,9,20,,1.0,,,2.0,2.0,3.0,1.0,2.0,1.0,,5.0,14.0,,1.0,1.0,,,
4,"Thompson, Andrew",19,5,14,33,,2.0,,3.0,1.0,8.0,10.0,3.0,2.0,1.0,3.0,16.0,17.0,,,,1.0,,
21,"Thompson, Ben",5,3,1,6,1,,,,,1.0,,1.0,,1.0,,2.0,5.0,,1.0,,,,
15,"Wakelin, Darryl",3,3,4,7,,,,1.0,1.0,,,,2.0,,,4.0,3.0,,,2.0,,,
12,"Wakelin, Shane",6,1,2,8,,,,2.0,3.0,,,,,2.0,,1.0,6.0,,,,,,
33,"Walton, Ben",2,,2,4,,,,1.0,,1.0,1.0,,,,,2.0,2.0,,,,,,
20,"Young, Matthew",12,2,9,21,,,,2.0,2.0,1.0,,,1.0,,,8.0,13.0,,,5.0,3.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,186,85,123,309,12,12.0,29.0,25.0,30.0,49.0,37.0,22.0,16.0,29.0,3.0,123.0,194.0,10.0,14.0,20.0,12.0,,
Opposition,Opposition,210,81,135,345,16,11.0,30.0,25.0,31.0,47.0,29.0,23.0,29.0,16.0,3.0,144.0,212.0,8.0,7.0,13.0,13.0,,
