Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",9,2,7,16,1,2.0,,1.0,,,,,,,,,,,,,,,
18,"Cameron, Leon",19,7,10,29,,,,1.0,,,,,,1.0,,,,,,,,,
17,"Charles, Justin",6,2,,6,,,11.0,1.0,,,,,2.0,1.0,,,,,,,,,
12,"Eppelstun, Greg",10,3,7,17,,,,,,,,,1.0,1.0,,,,,,,,,
32,"Foster, Peter",10,6,2,12,1,2.0,3.0,,,,,,,2.0,1.0,,,,,,,,
9,"Georgiades, John",2,1,1,3,1,,,,,,,,,2.0,,,,,,,,,
29,"Grant, Chris",12,10,1,13,4,5.0,,,,,,,,1.0,,,,,,,,,
7,"Hawkins, Doug",12,6,4,16,3,2.0,,1.0,,,,,,2.0,,,,,,,,,
43,"Hogg, Matthew",10,1,2,12,,,,1.0,,,,,1.0,,,,,,,,,,
8,"Kennedy, Rick",6,2,,6,,,,,,,,,,1.0,,,,,,,,,
21,"Kolyniuk, Steven",12,3,5,17,1,,,3.0,,,,,1.0,1.0,,,,,,,,,
39,"Liberatore, Tony",14,3,11,25,3,,,2.0,,,,,1.0,3.0,2.0,,,,,,,,
11,"McGuinness, Tony",28,5,7,35,3,3.0,,2.0,,,,,3.0,2.0,3.0,,,,,,,,
14,"Reynolds, Keenan",9,3,3,12,,,1.0,4.0,,,,,1.0,1.0,,,,,,,,,
47,"Standfield, Barry",4,3,4,8,,,,,,,,,1.0,1.0,,,,,,,,,
16,"Wallace, Terry",15,5,15,30,,,,1.0,,,,,1.0,2.0,,,,,,,,,
24,"Wallis, Stephen",15,3,9,24,,,,,,,,,1.0,1.0,,,,,,,,,
6,"Wigney, Stuart",10,4,8,18,1,,,,,,,,,1.0,,,,,,,,,
28,"Williams, Mark",10,6,8,18,2,2.0,1.0,,,,,,,2.0,,,,,,,,,
15,"Wynd, Scott",3,3,11,14,,,10.0,,,,,,2.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,216,78,115,331,20,20.0,26.0,17.0,,,,,15.0,25.0,6.0,,,,,,,,
Opposition,Opposition,166,42,106,272,10,18.0,12.0,21.0,,,,,25.0,15.0,,,,,,,,,
