Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
6,"Bate, Matthew",3,2,2,5,,1.0,,1.0,,,,3.0,1.0,1.0,,3.0,2.0,,1.0,1.0,,,53.0
21,"Bell, Daniel",9,5,4,13,,,,8.0,6.0,,,5.0,2.0,,,6.0,7.0,,1.0,4.0,,,100.0
25,"Brown, Nathan",21,14,7,28,,1.0,1.0,2.0,3.0,2.0,,,,,,4.0,23.0,,1.0,3.0,1.0,,94.0
32,"Bruce, Cameron",4,2,5,9,,,1.0,7.0,,1.0,2.0,4.0,2.0,3.0,,5.0,6.0,,,1.0,,,96.0
41,"Carroll, Nathan",7,7,3,10,,,,2.0,2.0,,,,,,,3.0,6.0,1.0,,6.0,1.0,,99.0
36,"Davey, Aaron",13,2,,13,2,1.0,,2.0,1.0,4.0,,2.0,1.0,1.0,,2.0,7.0,1.0,1.0,2.0,,,95.0
18,"Green, Brad",11,9,10,21,,,,3.0,1.0,2.0,1.0,1.0,,,,7.0,13.0,,1.0,2.0,2.0,,96.0
4,"Holland, Ben",4,3,2,6,,,,3.0,1.0,,,1.0,1.0,,,2.0,3.0,1.0,,4.0,,,70.0
16,"Johnstone, Travis",17,3,5,22,,,,4.0,6.0,5.0,6.0,1.0,3.0,1.0,,11.0,10.0,,1.0,,3.0,2.0,83.0
2,"Jones, Nathan",4,2,1,5,,,,1.0,2.0,2.0,1.0,1.0,,,,1.0,4.0,,,,1.0,,27.0
23,"McDonald, James",10,7,11,21,,1.0,1.0,4.0,2.0,1.0,6.0,1.0,2.0,1.0,,8.0,13.0,,1.0,3.0,,,84.0
5,"McLean, Brock",13,3,12,25,1,,,6.0,2.0,4.0,3.0,3.0,1.0,2.0,,14.0,13.0,,1.0,1.0,,1.0,82.0
7,"Miller, Brad",16,14,3,19,1,2.0,,3.0,,8.0,,4.0,2.0,3.0,,5.0,15.0,2.0,2.0,2.0,,,92.0
9,"Neitz, David",6,4,2,8,3,,1.0,1.0,,2.0,,2.0,,,,,8.0,,2.0,4.0,,,100.0
33,"Pickett, Byron",10,2,4,14,,,,1.0,1.0,3.0,2.0,2.0,3.0,2.0,,7.0,6.0,,,2.0,,2.0,75.0
27,"Rivers, Jared",7,4,4,11,,,,1.0,4.0,,,1.0,1.0,,,3.0,7.0,,,9.0,,,100.0
24,"Robertson, Russell",7,4,1,8,3,,,,1.0,,1.0,2.0,1.0,,,5.0,4.0,1.0,2.0,,,,89.0
15,"Smith, Nick",1,,2,3,,,3.0,,,1.0,,4.0,,1.0,,2.0,1.0,,,3.0,,1.0,22.0
12,"Sylvia, Colin",11,2,,11,,,,1.0,2.0,,3.0,2.0,1.0,1.0,,7.0,4.0,,,2.0,,,76.0
10,"Ward, Daniel",13,5,4,17,,,,3.0,4.0,3.0,2.0,5.0,,2.0,,4.0,11.0,,,1.0,1.0,,100.0
34,"White, Jeff",5,3,8,13,,,19.0,2.0,,2.0,,4.0,,1.0,,4.0,8.0,,1.0,3.0,,1.0,83.0
13,"Yze, Adem",9,2,,9,1,1.0,,2.0,7.0,1.0,,6.0,,1.0,,2.0,6.0,,,4.0,,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,201,99,90,291,11,8.0,26.0,57.0,45.0,41.0,27.0,54.0,21.0,20.0,,105.0,177.0,6.0,15.0,57.0,9.0,7.0,
Opposition,Opposition,212,101,139,351,14,18.0,38.0,52.0,28.0,59.0,37.0,55.0,20.0,21.0,,130.0,221.0,11.0,15.0,52.0,5.0,7.0,
