Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",18,2,8,26,1,1.0,,2.0,,,,,,1.0,,,,,,,,,
35,"Baxter, Darren",14,6,4,18,1,1.0,,1.0,,,,,1.0,,,,,,,,,,
18,"Cameron, Leon",4,,2,6,,,,,,,,,1.0,,,,,,,,,,
6,"Campbell, Tony",11,8,,11,,,,1.0,,,,,1.0,1.0,,,,,,,,,
20,"Coleman, Glenn",16,11,1,17,3,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,
26,"Del-Re, Danny",11,7,3,14,3,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
32,"Foster, Peter",13,8,9,22,,,,1.0,,,,,3.0,1.0,2.0,,,,,,,,
29,"Grant, Chris",6,1,8,14,,,,1.0,,,,,2.0,2.0,,,,,,,,,
10,"Hunter, Mark",19,6,4,23,,,,1.0,,,,,1.0,1.0,,,,,,,,,
21,"Kolyniuk, Steven",15,4,4,19,3,1.0,,2.0,,,,,,3.0,,,,,,,,,
39,"Liberatore, Tony",13,2,10,23,,,,3.0,,,,,3.0,,,,,,,,,,
27,"Macpherson, Stephen",12,2,5,17,,,,2.0,,,,,2.0,2.0,,,,,,,,,
25,"Mansfield, Matthew",9,5,4,13,,,,4.0,,,,,2.0,1.0,,,,,,,,,
2,"Reynolds, Keenan",10,1,3,13,,,,,,,,,1.0,1.0,,,,,,,,,
33,"Royal, Brian",4,,3,7,1,1.0,,,,,,,,1.0,,,,,,,,,
31,"Smith, Rohan",6,2,5,11,1,,,1.0,,,,,1.0,,,,,,,,,,
17,"Standfield, Barry",14,7,5,19,3,1.0,2.0,,,,,,2.0,2.0,,,,,,,,,
8,"Toohey, Bernard",8,2,4,12,,,,2.0,,,,,1.0,,,,,,,,,,
24,"Wallis, Stephen",12,4,10,22,,,,,,,,,,,,,,,,,,,
15,"Wynd, Scott",9,10,15,24,,,20.0,,,,,,2.0,2.0,3.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,224,88,107,331,16,11.0,24.0,22.0,,,,,25.0,21.0,5.0,,,,,,,,
Opposition,Opposition,232,81,120,352,13,12.0,11.0,31.0,,,,,21.0,25.0,1.0,,,,,,,,
