St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
22,"Begley, James",19y 234d,4 (1-0-3 25.00%),,←,
2,"Brown, Tony",22y 289d,98 (51-0-47 52.04%),56 (0.57),←,
3,"Burke, Nathan",30y 35d,271 (123-2-146 45.76%),97 (0.36),←,
16,"Carr, Matthew",21y 74d,11 (6-0-5 54.55%),1 (0.09),←,
14,"Charles, Sean",24y 299d,49 (16-0-33 32.65%),60 (1.22),1 (0-0-1 0.00%),
6,"Delaney, Tony",24y 76d,44 (17-1-26 39.77%),20 (0.45),1 (0-0-1 0.00%),
31,"Elliott, Tim",23y 182d,33 (17-0-16 51.52%),7 (0.21),←,
10,"Everitt, Peter",25y 314d,133 (66-1-66 50.00%),218 (1.64),←,
25,"Hall, Barry",23y 33d,53 (28-0-25 52.83%),64 (1.21),←,
35,"Harvey, Robert",28y 204d,221 (113-2-106 51.58%),131 (0.59),←,
7,"Hayes, Lenny",20y 58d,17 (8-0-9 47.06%),5 (0.29),←,
8,"Hudghton, Max",23y 192d,64 (34-0-30 53.13%),1 (0.02),←,
5,"Jones, Austinn",23y 166d,109 (53-0-56 48.62%),92 (0.84),←,
23,"Loewe, Stewart",31y 294d,277 (126-1-150 45.67%),527 (1.90),←,
26,"McLaren, Joe",22y 92d,47 (20-0-27 42.55%),27 (0.57),←,
11,"Mitchell, Gavin",27y 75d,80 (35-0-45 43.75%),79 (0.99),44 (22-0-22 50.00%),61 (1.39)
9,"Monkhorst, Damian",30y 204d,206 (107-4-95 52.91%),45 (0.22),1 (0-0-1 0.00%),
1,"Peckett, Justin",27y 159d,138 (66-1-71 48.19%),13 (0.09),←,
17,"Plapp, Justin",22y 264d,19 (10-0-9 52.63%),23 (1.21),1 (0-0-1 0.00%),1 (1.00)
19,"Sziller, Steven",27y 88d,97 (51-0-46 52.58%),36 (0.37),←,
4,"Thompson, Andrew",27y 143d,68 (38-0-30 55.88%),49 (0.72),←,
20,"Young, Matthew",27y 177d,101 (53-0-48 52.48%),19 (0.19),80 (44-0-36 55.00%),13 (0.16)
Totals,Totals,25y 83d,2140 (1039-12-1089 48.55%),1570 (0.73),,
C,"Watson, Tim",38y 243d,23 (10-0-13 43.48%),,←,
