Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",15,7,13,28,,,,,,,,,5.0,1.0,,,,,,,,,
22,"Bain, David",13,2,9,22,1,1.0,,,,,,,3.0,,,,,,,,,,
25,"Campbell, Matthew",14,,5,19,,,,2.0,,,,,,1.0,,,,,,,,,
1,"Champion, Richard",8,7,5,13,,,,1.0,,,,,,1.0,,,,,,,,,
2,"Curran, Peter",8,7,6,14,1,1.0,,3.0,,,,,,2.0,,,,,,,,,
4,"Gastev, John",10,2,8,18,,,,1.0,,,,,1.0,2.0,,,,,,,,,
14,"Hamilton, Shane",10,4,3,13,2,1.0,,,,,,,,1.0,,,,,,,,,
5,"Hardie, Brad",19,8,11,30,1,,,2.0,,,,,1.0,2.0,1.0,,,,,,,,
9,"Ishchenko, Alex",5,5,8,13,2,1.0,8.0,,,,,,2.0,1.0,,,,,,,,,
17,"Leslie, Martin",15,8,23,38,,,,,,,,,2.0,1.0,,,,,,,,,
16,"Lester-Smith, Rod",8,5,4,12,1,1.0,,,,,,,,2.0,,,,,,,,,
7,"McIvor, Scott",11,9,15,26,2,,,1.0,,,,,,2.0,,,,,,,,,
19,"McLean, Michael",19,4,16,35,1,1.0,,2.0,,,,,1.0,,3.0,,,,,,,,
24,"Merrett, Roger",4,9,10,14,,,,1.0,,,,,,1.0,,,,,,,,,
26,"Noonan, Danny",6,2,15,21,,,,,,,,,2.0,1.0,,,,,,,,,
28,"OBrien, Cameron",8,5,1,9,4,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
30,"Ryan, Matthew",15,1,6,21,1,,,,,,,,,2.0,,,,,,,,,
46,"Wearne, David",9,2,4,13,,,,1.0,,,,,,,,,,,,,,,
35,"Worsfold, Peter",10,8,4,14,1,2.0,,,,,,,1.0,1.0,,,,,,,,,
21,"Zanotti, Mark",6,3,6,12,,,,,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,213,98,172,385,17,11.0,8.0,15.0,,,,,21.0,22.0,4.0,,,,,,,,
Opposition,Opposition,241,94,80,321,18,18.0,17.0,20.0,,,,,22.0,21.0,2.0,,,,,,,,
