Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
35,"Bond, Chris",28y 216d,122 (58-1-63 47.95%),40 (0.33),100 (50-1-49 50.50%),32 (0.32)
11,"Bowden, Joel",19y 70d,18 (11-0-7 61.11%),25 (1.39),←,
17,"Broderick, Paul",27y 239d,184 (88-1-95 48.10%),126 (0.68),91 (49-1-41 54.40%),46 (0.51)
21,"Bulluss, Paul",27y 219d,79 (32-1-46 41.14%),19 (0.24),←,
9,"Campbell, Wayne",24y 341d,140 (62-1-77 44.64%),80 (0.57),←,
10,"Daffy, Nick",24y 111d,89 (48-1-40 54.49%),115 (1.29),←,
27,"Funcke, Ross",19y 287d,15 (7-0-8 46.67%),,←,
25,"Gale, Brendon",29y 43d,163 (68-1-94 42.02%),173 (1.06),←,
1,"Gale, Michael",30y 252d,180 (80-1-99 44.72%),47 (0.26),75 (39-1-35 52.67%),18 (0.24)
2,"Gaspar, Darren",21y 102d,62 (27-0-35 43.55%),2 (0.03),41 (20-0-21 48.78%),1 (0.02)
20,"Harrison, Ben",22y 225d,26 (13-0-13 50.00%),16 (0.62),24 (11-0-13 45.83%),16 (0.67)
16,"Holland, Ben",20y 112d,27 (14-0-13 51.85%),16 (0.59),←,
3,"Kellaway, Duncan",24y 194d,99 (50-1-48 51.01%),1 (0.01),←,
33,"Knights, Matthew",26y 329d,174 (67-0-107 38.51%),103 (0.59),←,
8,"Merenda, Mark",21y 305d,60 (35-0-25 58.33%),44 (0.73),←,
28,"Moore, Ben",20y 57d,12 (8-0-4 66.67%),7 (0.58),←,
13,"Powell, Robert",21y 164d,21 (11-0-10 52.38%),33 (1.57),←,
7,"Prescott, Ashley",24y 353d,68 (35-1-32 52.21%),10 (0.15),←,
12,"Richardson, Matthew",22y 164d,83 (41-0-42 49.40%),252 (3.04),←,
4,"Rogers, Matthew",23y 278d,78 (42-1-35 54.49%),68 (0.87),←,
29,"Torney, Jason",20y 75d,31 (14-1-16 46.77%),2 (0.06),←,
Totals,Totals,23y 336d,1731 (811-11-909 46.85%),1179 (0.68),,
C,"Gieschen, Jeff",40y 342d,5 (4-0-1 80.00%),,←,
