0,1,2,3,4,5,6
←,"Round: 3 Venue: Subiaco Date: Sun, 14-Apr-1996 2:10 PM (4:10 PM) Attendance: 22652","Round: 3 Venue: Subiaco Date: Sun, 14-Apr-1996 2:10 PM (4:10 PM) Attendance: 22652","Round: 3 Venue: Subiaco Date: Sun, 14-Apr-1996 2:10 PM (4:10 PM) Attendance: 22652","Round: 3 Venue: Subiaco Date: Sun, 14-Apr-1996 2:10 PM (4:10 PM) Attendance: 22652","Round: 3 Venue: Subiaco Date: Sun, 14-Apr-1996 2:10 PM (4:10 PM) Attendance: 22652",→
←,Fremantle,3.3.21,8.3.51,9.7.61,15.12.102,→
←,Carlton,2.4.16,2.9.21,4.10.34,6.13.49,→
←,Qrt margin,FR by 5,FR by 30,FR by 27,FR by 53,→
←,Qrt scores,FR 21-16,FR 30-5,CA 13-10,FR 41-15,→
←,Field umpires,"Geoff Caulfield (57), Martin Ellis (3), Hayden Kennedy (140)","Geoff Caulfield (57), Martin Ellis (3), Hayden Kennedy (140)","Geoff Caulfield (57), Martin Ellis (3), Hayden Kennedy (140)","Geoff Caulfield (57), Martin Ellis (3), Hayden Kennedy (140)",→
