Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",21y 181d,39 (6-0-33 15.38%),27 (0.69),←,
10,"Ballard, Charlie",20y 18d,30 (4-0-26 13.33%),1 (0.03),←,
3,"Bowes, Jack",21y 196d,40 (8-0-32 20.00%),11 (0.28),←,
29,"Burgess, Chris",23y 257d,12 (3-0-9 25.00%),4 (0.33),←,
45,"Dawson, Jacob",19y 280d,7 (0-0-7 0.00%),1 (0.14),←,
12,"Day, Sam",26y 338d,118 (32-1-85 27.54%),85 (0.72),←,
8,"Fiorini, Brayden",21y 353d,45 (9-0-36 20.00%),16 (0.36),←,
46,"Graham, Caleb",18y 332d,1 (0-0-1 0.00%),,←,
1,"Hanley, Pearce",30y 268d,159 (44-0-115 27.67%),60 (0.38),30 (6-0-24 20.00%),2 (0.07)
5,"Harbrow, Jarrod",31y 23d,243 (84-2-157 34.98%),54 (0.22),173 (44-1-128 25.72%),33 (0.19)
40,"Heron, Jacob",19y 243d,13 (1-0-12 7.69%),2 (0.15),←,
34,"King, Ben",19y 34d,12 (0-0-12 0.00%),13 (1.08),←,
23,"Lemmens, Sean",24y 281d,85 (22-1-62 26.47%),21 (0.25),←,
41,"Lukosius, Jack",19y 1d,19 (3-0-16 15.79%),3 (0.16),←,
44,"Macpherson, Darcy",21y 285d,37 (6-0-31 16.22%),20 (0.54),←,
2,"Miles, Anthony",27y 163d,88 (39-0-49 44.32%),31 (0.35),17 (3-0-14 17.65%),6 (0.35)
11,"Miller, Touk",23y 169d,98 (20-1-77 20.92%),28 (0.29),←,
35,"Rischitelli, Michael",33y 214d,241 (80-3-158 33.82%),90 (0.37),130 (31-0-99 23.85%),43 (0.33)
6,"Sexton, Alex",25y 250d,117 (28-0-89 23.93%),108 (0.92),←,
24,"Swallow, David",26y 264d,137 (34-0-103 24.82%),68 (0.50),←,
14,"Weller, Lachie",23y 168d,84 (20-0-64 23.81%),22 (0.26),37 (6-0-31 16.22%),5 (0.14)
28,"Witts, Jarrod",26y 331d,100 (31-0-69 31.00%),25 (0.25),60 (13-0-47 21.67%),7 (0.12)
Totals,Totals,23y 361d,1725 (474-8-1243 27.48%),690 (0.40),,
C,"Dew, Stuart",39y 357d,42 (7-0-35 16.67%),,←,
