Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Adcock, Jed",9,5.0,6.0,15,,,,7,3.0,1.0,1.0,3.0,1.0,,,7,9,,,2.0,,,97.0
46,"Begley, Colm",9,4.0,8.0,17,,,,3,1.0,3.0,4.0,5.0,,,,8,10,,,,,,72.0
20,"Black, Simon",5,1.0,4.0,9,,,2.0,7,2.0,1.0,2.0,1.0,,1.0,,3,6,,,2.0,,,86.0
17,"Brennan, Jared",12,3.0,4.0,16,,1.0,1.0,5,5.0,2.0,,3.0,1.0,1.0,,11,3,2.0,,4.0,,1.0,98.0
16,"Brown, Jonathan",7,4.0,6.0,13,2.0,1.0,1.0,2,,2.0,,1.0,,1.0,,6,6,1.0,1.0,1.0,,1.0,100.0
19,"Charman, Jamie",5,1.0,2.0,7,,,34.0,7,1.0,2.0,3.0,5.0,,3.0,,4,3,,,3.0,,,64.0
30,"Copeland, Robert",3,,6.0,9,,,,5,2.0,1.0,2.0,3.0,1.0,2.0,,7,2,,,3.0,,,90.0
39,"Drummond, Josh",22,3.0,6.0,28,,,,4,14.0,3.0,4.0,4.0,2.0,,,15,7,1.0,,4.0,2.0,,100.0
14,"Hadley, Richard",6,2.0,5.0,11,1.0,,1.0,3,,2.0,2.0,2.0,,2.0,,7,3,1.0,,2.0,,,59.0
44,"Lappin, Nigel",16,1.0,9.0,25,,,,7,4.0,2.0,11.0,4.0,1.0,1.0,,17,8,,,4.0,,,83.0
26,"Macdonald, Joel",9,2.0,3.0,12,1.0,1.0,,5,,5.0,,2.0,,1.0,,6,6,1.0,,3.0,,,79.0
9,"McGrath, Ashley",6,,2.0,8,,,,5,,1.0,2.0,,1.0,,,7,2,,,,,,82.0
21,"Merrett, Daniel",3,1.0,,3,,,,2,1.0,,,2.0,1.0,2.0,,1,2,,,11.0,,,100.0
8,"Notting, Tim",5,2.0,6.0,11,,,,4,3.0,1.0,1.0,3.0,1.0,1.0,,7,4,,,1.0,,,82.0
24,"Patfull, Joel",5,2.0,,5,1.0,,,6,,1.0,,1.0,,,,1,3,1.0,,1.0,,,75.0
34,"Proud, Albert",4,3.0,4.0,8,,1.0,,4,,2.0,,2.0,,,,2,5,,,1.0,,1.0,78.0
35,"Rischitelli, Michael",10,3.0,9.0,19,,,,11,3.0,2.0,4.0,,,,,8,11,,,3.0,,,91.0
29,"Roe, Jason",7,,1.0,8,,1.0,,4,,,1.0,1.0,2.0,,,6,2,,,3.0,,,73.0
28,"Selwood, Troy",11,1.0,5.0,16,,,,11,2.0,1.0,7.0,4.0,1.0,3.0,,8,5,,,,,,68.0
11,"Sherman, Justin",8,,2.0,10,,,,2,1.0,1.0,5.0,2.0,,,,7,2,,,2.0,,,90.0
32,"Stiller, Cheynee",9,5.0,5.0,14,,,,4,1.0,2.0,3.0,4.0,,1.0,,6,8,,,2.0,,,90.0
31,"Wood, Cameron",3,2.0,4.0,7,,,12.0,3,,2.0,4.0,1.0,1.0,1.0,,6,2,,,2.0,,,43.0
Totals,Totals,174,45.0,97.0,271,5.0,5.0,51.0,111,43.0,37.0,56.0,53.0,13.0,20.0,,150,109,7.0,1.0,54.0,2.0,3.0,
Opposition,Opposition,225,77.0,144.0,369,12.0,13.0,62.0,113,31.0,61.0,47.0,36.0,20.0,13.0,6.0,162,188,9.0,11.0,66.0,4.0,6.0,
