Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
42,"Boyd, Matthew",8,5,10,18,,,,2.0,4.0,,,4.0,,,,4.0,14.0,,,1.0,7.0,,79.0
17,"Cooney, Adam",12,5,3,15,,1.0,,4.0,3.0,2.0,3.0,7.0,1.0,1.0,,3.0,10.0,,,1.0,1.0,,87.0
4,"Cross, Daniel",9,3,9,18,,,1.0,6.0,3.0,1.0,3.0,3.0,,2.0,,7.0,11.0,,,,,,86.0
10,"Eagleton, Nathan",9,1,7,16,,1.0,1.0,1.0,,2.0,2.0,2.0,,1.0,,5.0,9.0,,,,,,61.0
13,"Giansiracusa, Daniel",11,5,6,17,,1.0,,,2.0,1.0,2.0,3.0,1.0,2.0,,2.0,15.0,,,2.0,1.0,,75.0
9,"Gilbee, Lindsay",4,2,7,11,,,,2.0,3.0,1.0,,1.0,,1.0,,1.0,8.0,,,5.0,3.0,,100.0
3,"Grant, Chris",8,6,2,10,1,1.0,,1.0,1.0,2.0,,4.0,2.0,3.0,,3.0,7.0,1.0,1.0,2.0,,,88.0
16,"Griffen, Ryan",3,1,11,14,,,,5.0,4.0,,1.0,2.0,,,,6.0,8.0,1.0,,,1.0,,81.0
25,"Hargrave, Ryan",11,5,6,17,,,,2.0,7.0,,1.0,3.0,,1.0,,9.0,8.0,,,2.0,,,100.0
6,"Johnson, Brad",11,5,5,16,3,2.0,,,2.0,2.0,1.0,2.0,,1.0,,5.0,7.0,1.0,1.0,,,,100.0
36,"Lake, Brian",5,6,6,11,,,,4.0,6.0,,,2.0,,1.0,,1.0,10.0,,,7.0,1.0,,100.0
23,"McMahon, Jordan",12,5,3,15,,,,1.0,5.0,3.0,1.0,5.0,2.0,2.0,,4.0,12.0,,,3.0,1.0,,71.0
27,"Minson, Will",4,1,4,8,,1.0,5.0,2.0,,,2.0,4.0,2.0,2.0,,3.0,4.0,,1.0,,,,66.0
43,"Montgomery, Brett",3,2,2,5,,,,,,3.0,,4.0,1.0,3.0,,2.0,4.0,,,,,1.0,65.0
38,"Morris, Dale",5,4,13,18,,,,4.0,2.0,,2.0,3.0,1.0,1.0,,7.0,11.0,,,3.0,2.0,,94.0
15,"Power, Sam",7,2,8,15,,,,3.0,3.0,,3.0,1.0,2.0,,,6.0,9.0,,,4.0,,,79.0
1,"Ray, Farren",9,5,9,18,,,,2.0,2.0,2.0,2.0,7.0,,4.0,,2.0,17.0,,,,9.0,,76.0
30,"Robbins, Matthew",3,,2,5,1,,,2.0,,,,1.0,1.0,,,2.0,2.0,,,1.0,,,80.0
5,"Smith, Rohan",8,5,9,17,,,,3.0,1.0,5.0,1.0,2.0,,,,5.0,10.0,,,,,1.0,85.0
11,"Street, Peter",5,2,1,6,,,17.0,1.0,1.0,3.0,1.0,4.0,,2.0,,2.0,3.0,,,1.0,,,58.0
7,"West, Scott",13,6,16,29,,,,5.0,3.0,1.0,3.0,2.0,,,,7.0,22.0,,,2.0,,,87.0
37,"Wight, Cameron",6,3,4,10,,,,3.0,1.0,,,1.0,,1.0,,5.0,4.0,2.0,,5.0,,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,166,79,143,309,5,9.0,24.0,53.0,53.0,28.0,28.0,67.0,13.0,28.0,,91.0,205.0,5.0,3.0,39.0,26.0,2.0,
Opposition,Opposition,217,101,203,420,16,17.0,30.0,58.0,25.0,65.0,38.0,41.0,28.0,12.0,,144.0,281.0,7.0,18.0,49.0,9.0,8.0,
