Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Batchelor, Jake",20y 145d,27 (10-1-16 38.89%),,←,
30,"Conca, Reece",19y 330d,30 (12-1-17 41.67%),5 (0.17),←,
9,"Cotchin, Trent",22y 91d,78 (33-1-44 42.95%),47 (0.60),←,
7,"Dea, Matt",20y 268d,16 (7-0-9 43.75%),,←,
3,"Deledio, Brett",25y 80d,164 (61-4-99 38.41%),112 (0.68),←,
39,"Derickx, Tom",24y 213d,1 (1-0-0 100.00%),,←,
10,"Edwards, Shane",23y 256d,101 (33-4-64 34.65%),55 (0.54),←,
42,"Ellis, Brandon",18y 339d,14 (7-0-7 50.00%),2 (0.14),←,
24,"Griffiths, Ben",20y 294d,15 (9-0-6 60.00%),4 (0.27),←,
6,"Grigg, Shaun",24y 79d,78 (33-1-44 42.95%),27 (0.35),35 (15-1-19 44.29%),17 (0.49)
14,"Houli, Bachar",24y 56d,62 (25-2-35 41.94%),15 (0.24),36 (15-1-20 43.06%),6 (0.17)
47,"Maric, Addam",22y 80d,28 (8-1-19 30.36%),15 (0.54),7 (4-0-3 57.14%),
20,"Maric, Ivan",26y 185d,91 (50-0-41 54.95%),34 (0.37),14 (7-0-7 50.00%),6 (0.43)
16,"McGuane, Luke",25y 146d,85 (26-3-56 32.35%),6 (0.07),←,
38,"Morris, Steven",23y 189d,13 (6-0-7 46.15%),1 (0.08),←,
26,"Nahas, Robin",24y 240d,69 (22-2-45 33.33%),81 (1.17),←,
17,"Newman, Chris",30y 50d,206 (68-4-134 33.98%),30 (0.15),←,
45,"OHanlon, Brett",18y 356d,3 (2-0-1 66.67%),,←,
18,"Rance, Alex",22y 272d,58 (17-1-40 30.17%),7 (0.12),←,
8,"Riewoldt, Jack",23y 250d,104 (37-3-64 37.02%),236 (2.27),←,
21,"Tuck, Shane",30y 196d,154 (57-3-94 37.99%),63 (0.41),←,
35,"White, Matt",25y 83d,85 (30-4-51 37.65%),41 (0.48),←,
Totals,Totals,23y 207d,1482 (554-35-893 37.38%),781 (0.53),,
C,"Hardwick, Damien",39y 324d,58 (21-1-36 37.07%),,←,
