Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
21,"Aliir, Aliir",30y 332d,175 (99-0-76 56.57%),5 (0.03),111 (70-0-41 63.06%),
5,"Berry, Joe",19y 107d,9 (3-0-6 33.33%),2 (0.22),←,
10,"Boak, Travis",37y 2d,384 (203-1-180 52.99%),214 (0.56),←,
7,"Burgoyne, Jase",22y 19d,56 (27-0-29 48.21%),10 (0.18),←,
9,"Butters, Zak",24y 329d,136 (81-0-55 59.56%),68 (0.50),←,
33,"Byrne-Jones, Darcy",29y 317d,218 (127-0-91 58.26%),71 (0.33),←,
28,"Drew, Willem",26y 306d,127 (75-0-52 59.06%),21 (0.17),←,
6,"Farrell, Kane",26y 139d,111 (67-0-44 60.36%),49 (0.44),←,
19,"Georgiades, Mitch",23y 309d,89 (52-0-37 58.43%),160 (1.80),←,
39,"Jackson, Hugh",22y 92d,9 (4-0-5 44.44%),1 (0.11),←,
34,"Jones, Lachie",23y 116d,72 (39-0-33 54.17%),7 (0.10),←,
50,"Liddy, Mani",23y 164d,6 (3-0-3 50.00%),,←,
30,"Lord, Ollie",23y 213d,31 (16-0-15 51.61%),31 (1.00),←,
36,"Lorenz, Will",20y 165d,6 (3-0-3 50.00%),2 (0.33),←,
41,"McEntee, Jed",24y 169d,49 (27-0-22 55.10%),29 (0.59),←,
44,"Mead, Jackson",23y 307d,61 (32-0-29 52.46%),12 (0.20),←,
35,"Richards, Joe",25y 253d,28 (10-1-17 37.50%),18 (0.64),19 (7-0-12 36.84%),12 (0.63)
8,"Sinn, Josh",22y 208d,28 (15-0-13 53.57%),1 (0.04),←,
24,"Sweet, Jordon",27y 182d,44 (27-0-17 61.36%),10 (0.23),33 (18-0-15 54.55%),8 (0.24)
17,"Whitlock, Jack",19y 79d,1 (0-0-1 0.00%),,←,
23,"Williams, Dylan",24y 33d,29 (20-0-9 68.97%),,←,
16,"Wines, Ollie",30y 300d,271 (158-0-113 58.30%),103 (0.38),←,
25,"Zerk-Thatcher, Brandon",26y 343d,87 (45-1-41 52.30%),,36 (21-0-15 58.33%),
Totals,Totals,25y 68d,2027 (1133-3-891 55.90%),814 (0.40),,
C,"Hinkley, Ken",58y 307d,294 (173-0-121 58.84%),,←,
