Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Ballantyne, Hayden",14,3,7,21,1.0,1.0,,,1.0,4.0,2.0,4.0,1.0,,,9,11,,,,,1.0,87.0
30,"Clarke, Zac",10,11,9,19,1.0,1.0,17.0,,,2.0,,,,,,6,13,3.0,2.0,,,,82.0
15,"Crowley, Ryan",7,3,6,13,1.0,,,4.0,,2.0,2.0,2.0,,,,5,8,,,2.0,1.0,,92.0
17,"Crozier, Hayden",8,3,4,12,,1.0,,2.0,,2.0,,,1.0,,,3,9,,,,,1.0,79.0
3,"Dawson, Zac",2,2,6,8,,,,1.0,,,,2.0,,1.0,,5,3,,,5.0,,1.0,92.0
9,"de Boer, Matt",6,5,17,23,,,,8.0,2.0,,4.0,,1.0,,,12,11,,,,,,78.0
41,"Duffield, Paul",15,4,9,24,,,,4.0,,3.0,1.0,2.0,,,,5,18,,,,,,88.0
32,"Hill, Stephen",16,2,6,22,2.0,,1.0,2.0,1.0,4.0,7.0,1.0,,,,11,13,,,1.0,2.0,,84.0
37,"Johnson, Michael",19,9,8,27,,,,2.0,5.0,2.0,,2.0,2.0,,3.0,7,20,,,4.0,4.0,1.0,94.0
18,"McPharlin, Luke",22,13,9,31,1.0,,,,3.0,3.0,,2.0,1.0,1.0,2.0,7,21,1.0,,1.0,1.0,1.0,92.0
16 ↓,"Mundy, David",5,3,3,8,1.0,,,3.0,,1.0,1.0,4.0,,,,5,3,,1.0,,,,37.0
13,"Mzungu, Tendai",13,6,7,20,1.0,,,4.0,,5.0,2.0,3.0,1.0,,,6,13,,1.0,,,,83.0
27,"Neale, Lachie",8,2,11,19,2.0,,,3.0,3.0,1.0,8.0,3.0,,1.0,,12,7,,,3.0,3.0,,72.0
29,"Pavlich, Matthew",14,8,6,20,3.0,1.0,,2.0,1.0,4.0,,2.0,2.0,,,9,12,1.0,1.0,5.0,1.0,1.0,91.0
46,"Pearce, Clancee",9,7,13,22,,,,,,1.0,3.0,,,,,8,14,1.0,,3.0,,,88.0
6,"Pearce, Danyle",16,3,7,23,2.0,1.0,,3.0,,5.0,2.0,1.0,1.0,,,8,14,,1.0,1.0,,1.0,81.0
31,"Sandilands, Aaron",2,2,9,11,,,45.0,1.0,,,2.0,2.0,2.0,2.0,,6,5,1.0,,1.0,,2.0,77.0
14 ↑,"Simpson, Josh",7,1,6,13,,,,5.0,1.0,2.0,1.0,3.0,2.0,1.0,,8,5,,,,,1.0,44.0
34,"Spurr, Lee",12,9,3,15,,,,2.0,2.0,1.0,1.0,1.0,,,,2,11,,,,,1.0,95.0
8,"Suban, Nick",12,3,3,15,1.0,,,5.0,,2.0,3.0,1.0,3.0,,,6,9,,,2.0,,,79.0
33,"Sutcliffe, Cam",16,3,4,20,,,,2.0,1.0,1.0,,2.0,1.0,,,1,18,,,2.0,1.0,,97.0
20,"Taberner, Matthew",4,2,2,6,2.0,,,4.0,,,,,,,,5,1,1.0,1.0,,,,87.0
Totals,Totals,237,104,155,392,18.0,5.0,63.0,57.0,20.0,45.0,39.0,37.0,18.0,6.0,5.0,146,239,8.0,7.0,30.0,13.0,11.0,
Opposition,Opposition,207,108,183,390,9.0,6.0,14.0,61.0,21.0,30.0,31.0,44.0,6.0,18.0,1.0,134,260,11.0,11.0,39.0,7.0,7.0,
