Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
48,"Adams, Oscar",4,1,1,5,,,,1.0,2.0,,,1.0,1.0,,,2.0,3.0,,,6.0,,,82.0
9,"Ainsworth, Ben",8,3,4,12,1,2.0,,2.0,,3.0,,2.0,,1.0,,5.0,7.0,,1.0,1.0,,1.0,79.0
15,"Anderson, Noah",9,1,10,19,,,,6.0,,2.0,3.0,5.0,,3.0,,7.0,13.0,,,,,,89.0
1,"Andrew, Mac",10,7,6,16,,,,2.0,5.0,1.0,,,2.0,,,7.0,8.0,2.0,,3.0,,,89.0
35,"Budarick, Connor",10,5,4,14,,1.0,,1.0,,4.0,,3.0,1.0,2.0,,5.0,8.0,1.0,1.0,1.0,,1.0,76.0
25,"Collins, Sam",9,4,5,14,,,,4.0,2.0,2.0,,2.0,4.0,,,11.0,3.0,3.0,,5.0,,,94.0
5,"Davies, Alex",9,2,9,18,,,,8.0,1.0,5.0,5.0,3.0,2.0,1.0,,9.0,8.0,,1.0,1.0,,1.0,76.0
50,"Farrar, Jy",7,5,2,9,,1.0,,4.0,,4.0,1.0,4.0,1.0,2.0,,1.0,8.0,,1.0,,,,70.0
8,"Fiorini, Brayden",13,4,9,22,2,,,1.0,4.0,3.0,3.0,1.0,2.0,,1.0,5.0,17.0,,,,,,81.0
7 ↓,"Holman, Nick",1,1,3,4,,,,3.0,,1.0,,1.0,,,,1.0,3.0,,,1.0,,,64.0
19,"Humphrey, Bailey",7,3,7,14,,1.0,,4.0,,4.0,2.0,2.0,1.0,,,9.0,5.0,,1.0,,,,73.0
40,"Jeffrey, Joel",9,3,5,14,,,,2.0,6.0,1.0,,2.0,1.0,1.0,,,11.0,,,3.0,1.0,,81.0
34,"King, Ben",9,7,,9,6,,,3.0,,1.0,,2.0,1.0,2.0,3.0,4.0,5.0,2.0,6.0,1.0,,,84.0
22,"Long, Ben",9,7,4,13,3,1.0,,,,1.0,,2.0,,1.0,,4.0,9.0,2.0,2.0,2.0,,1.0,84.0
11,"Miller, Touk",14,7,11,25,,1.0,,7.0,1.0,5.0,5.0,2.0,1.0,,,14.0,11.0,,1.0,,,,79.0
2,"Noble, John",18,7,6,24,,,,1.0,4.0,2.0,2.0,5.0,1.0,2.0,,4.0,15.0,,,1.0,2.0,1.0,83.0
27,"Powell, Wil",6,3,5,11,,,,2.0,2.0,1.0,1.0,6.0,,3.0,,5.0,5.0,1.0,,1.0,,,89.0
20,"Read, Ethan",6,4,3,9,,2.0,1.0,2.0,,2.0,,2.0,1.0,2.0,,4.0,5.0,,2.0,,,,72.0
41 ↑,"Rosas, Malcolm",2,1,,2,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,13.0
18,"Rowell, Matt",13,4,17,30,,,,8.0,,8.0,9.0,4.0,5.0,2.0,2.0,16.0,15.0,,,1.0,2.0,2.0,88.0
32,"Uwland, Bodhi",9,6,7,16,,,,3.0,5.0,1.0,,3.0,1.0,2.0,,4.0,13.0,,,1.0,,,81.0
14,"Weller, Lachie",7,3,6,13,,,,,2.0,2.0,1.0,2.0,,1.0,,4.0,10.0,,,,,1.0,83.0
28,"Witts, Jarrod",9,3,6,15,1,,49.0,3.0,1.0,2.0,4.0,2.0,3.0,,,7.0,8.0,1.0,,4.0,,1.0,90.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,198,91,130,328,13,15.0,50.0,68.0,35.0,55.0,36.0,56.0,28.0,25.0,6.0,129.0,191.0,12.0,16.0,32.0,5.0,9.0,
Opposition,Opposition,177,60,148,325,11,8.0,30.0,77.0,41.0,46.0,35.0,64.0,25.0,28.0,,132.0,187.0,8.0,10.0,38.0,8.0,8.0,
