Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",26y 155d,134 (44-1-89 33.21%),114 (0.85),←,
15,"Anderson, Noah",23y 148d,98 (37-1-60 38.27%),40 (0.41),←,
31,"Andrew, Mac",20y 223d,35 (15-0-20 42.86%),1 (0.03),←,
10,"Ballard, Charlie",24y 357d,127 (42-1-84 33.46%),2 (0.02),←,
35,"Budarick, Connor",23y 99d,32 (14-1-17 45.31%),1 (0.03),←,
33,"Clohesy, Sam",21y 215d,14 (7-0-7 50.00%),6 (0.43),←,
25,"Collins, Sam",30y 29d,121 (46-1-74 38.43%),,107 (43-1-63 40.65%),
5,"Davies, Alex",22y 118d,29 (14-0-15 48.28%),9 (0.31),←,
3,"Flanders, Sam",22y 356d,60 (22-1-37 37.50%),18 (0.30),←,
26,"Graham, Will",18y 353d,11 (5-0-6 45.45%),4 (0.36),←,
7,"Holman, Nick",29y 46d,125 (43-0-82 34.40%),69 (0.55),116 (42-0-74 36.21%),69 (0.59)
19,"Humphrey, Bailey",19y 307d,34 (17-0-17 50.00%),23 (0.68),←,
40,"Jeffrey, Joel",22y 124d,25 (13-0-12 52.00%),16 (0.64),←,
38,"Johnston, Lloyd",19y 297d,6 (3-0-3 50.00%),3 (0.50),←,
34,"King, Ben",24y 7d,89 (30-1-58 34.27%),174 (1.96),←,
22,"Long, Ben",26y 328d,105 (44-1-60 42.38%),49 (0.47),26 (12-0-14 46.15%),18 (0.69)
13,"Lukosius, Jack",23y 340d,112 (39-1-72 35.27%),75 (0.67),←,
49,"Moyle, Ned",22y 150d,8 (3-0-5 37.50%),1 (0.13),←,
27,"Powell, Wil",24y 323d,99 (38-1-60 38.89%),15 (0.15),←,
41,"Rosas, Malcolm",23y 17d,43 (21-0-22 48.84%),43 (1.00),←,
18,"Rowell, Matt",23y 13d,79 (34-0-45 43.04%),24 (0.30),←,
32,"Uwland, Bodhi",20y 355d,18 (9-0-9 50.00%),,←,
17,"Walter, Jed",19y 36d,11 (5-0-6 45.45%),9 (0.82),←,
Totals,Totals,23y 80d,1415 (545-10-860 38.52%),696 (0.49),,
C,"Hardwick, Damien",51y 331d,324 (179-6-139 56.17%),,17 (9-0-8 52.94%),
