West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
10,"Braun, Michael",29y 125d,203 (115-2-86 57.14%),61 (0.30),←,
17,"Chick, Daniel",31y 167d,248 (140-4-104 57.26%),208 (0.84),99 (66-2-31 67.68%),49 (0.49)
9,"Cousins, Ben",29y 27d,233 (131-3-99 56.87%),203 (0.87),←,
20,"Cox, Dean",25y 360d,138 (80-1-57 58.33%),69 (0.50),←,
32,"Embley, Andrew",26y 30d,141 (82-1-58 58.51%),149 (1.06),←,
23,"Glass, Darren",26y 74d,138 (79-2-57 57.97%),8 (0.06),←,
29,"Hansen, Ashley",24y 146d,49 (41-0-8 83.67%),66 (1.35),←,
39,"Hunter, Adam",26y 39d,125 (74-2-49 60.00%),63 (0.50),←,
25,"Hurn, Shannon",19y 326d,23 (14-0-9 60.87%),11 (0.48),←,
38,"Jones, Brett",24y 355d,62 (44-0-18 70.97%),4 (0.06),←,
18,"Jones, Rowan",27y 250d,152 (80-3-69 53.62%),64 (0.42),←,
3,"Judd, Chris",23y 322d,130 (82-2-46 63.85%),135 (1.04),←,
4,"Kerr, Daniel",24y 72d,141 (80-2-59 57.45%),83 (0.59),←,
2,"LeCras, Mark",20y 331d,18 (11-0-7 61.11%),27 (1.50),←,
21,"Lynch, Quinten",24y 184d,99 (66-0-33 66.67%),152 (1.54),←,
11,"Priddis, Matt",22y 128d,19 (12-0-7 63.16%),7 (0.37),←,
31,"Schofield, Will",18y 184d,1 (1-0-0 100.00%),,←,
14,"Seaby, Mark",23y 87d,76 (55-0-21 72.37%),52 (0.68),←,
37,"Selwood, Adam",23y 87d,68 (47-0-21 69.12%),16 (0.24),←,
41,"Staker, Brent",23y 65d,83 (55-1-27 66.87%),60 (0.72),←,
5,"Stenglein, Tyson",27y 11d,168 (103-0-65 61.31%),47 (0.28),62 (47-0-15 75.81%),21 (0.34)
8,"Waters, Beau",21y 119d,49 (37-0-12 75.51%),9 (0.18),←,
Totals,Totals,24y 258d,2364 (1429-23-912 60.45%),1494 (0.63),,
C,"Worsfold, John",38y 305d,137 (86-2-49 63.50%),,←,
