Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Bassett, Nathan",11,3,5,16,,,,1.0,4.0,1.0,,3.0,3.0,1.0,,5.0,11.0,,,7.0,1.0,,96.0
44,"Bock, Nathan",13,6,3,16,3,3.0,,1.0,,4.0,,6.0,2.0,1.0,,7.0,10.0,1.0,3.0,1.0,2.0,1.0,89.0
24,"Burton, Brett",6,6,4,10,2,1.0,,2.0,1.0,2.0,,3.0,1.0,1.0,,2.0,8.0,,1.0,,,,87.0
11,"Doughty, Michael",4,3,8,12,,,2.0,1.0,,2.0,1.0,4.0,,1.0,,3.0,9.0,,2.0,,,,74.0
26,"Douglas, Richard",4,,5,9,,1.0,,1.0,,1.0,1.0,,,,,4.0,5.0,,,2.0,,,83.0
9,"Edwards, Tyson",7,2,12,19,,,,4.0,1.0,4.0,1.0,,,,,3.0,16.0,,,1.0,1.0,1.0,87.0
36,"Goodwin, Simon",,,2,2,,,,,,,,,,,,,2.0,,,,,,20.0
6,"Griffin, Jonathon",2,4,6,8,,,4.0,,,,1.0,,,,,2.0,5.0,,,2.0,,,55.0
13,"Hudson, Ben",1,4,11,12,,1.0,13.0,1.0,1.0,,1.0,3.0,,3.0,,6.0,6.0,1.0,1.0,1.0,,,65.0
18,"Johncock, Graham",11,3,5,16,,,,3.0,1.0,3.0,,1.0,3.0,,,9.0,9.0,,,2.0,2.0,1.0,91.0
21,"Knights, Chris",9,5,11,20,1,1.0,,,1.0,2.0,2.0,1.0,,,,5.0,15.0,,1.0,2.0,1.0,,78.0
39,"Mattner, Martin",7,2,17,24,,,,2.0,6.0,1.0,,2.0,2.0,1.0,,6.0,18.0,,,2.0,1.0,,78.0
23,"McLeod, Andrew",14,5,6,20,,,,2.0,,4.0,1.0,2.0,1.0,,,4.0,14.0,,,1.0,,,100.0
22,"Perrie, Ian",7,5,4,11,1,2.0,,1.0,,3.0,,4.0,1.0,,,3.0,8.0,,2.0,,,,91.0
33,"Reilly, Brent",13,2,9,22,,1.0,1.0,4.0,,5.0,4.0,4.0,2.0,3.0,,10.0,14.0,1.0,,,1.0,,77.0
25,"Rutten, Ben",4,5,7,11,,,,3.0,2.0,,,2.0,1.0,1.0,,4.0,7.0,1.0,,3.0,,,100.0
12,"Shirley, Robert",8,4,8,16,,,,3.0,,4.0,3.0,2.0,,2.0,,3.0,13.0,,,4.0,,1.0,82.0
27,"Stevens, Scott",10,6,9,19,,,,1.0,4.0,3.0,1.0,1.0,,,,7.0,11.0,1.0,,1.0,,,100.0
5,"Thompson, Scott",15,7,11,26,2,,1.0,7.0,2.0,5.0,6.0,1.0,,1.0,2.0,8.0,18.0,,1.0,1.0,3.0,,83.0
15,"Torney, Jason",5,4,10,15,,,,1.0,1.0,,,2.0,1.0,2.0,,3.0,13.0,,,1.0,,,100.0
7,"van Berlo, Nathan",8,2,8,16,1,,,2.0,,2.0,2.0,1.0,2.0,1.0,,4.0,11.0,,,,5.0,1.0,65.0
17,"Welsh, Scott",5,1,,5,,1.0,,1.0,,3.0,,2.0,,,,1.0,4.0,,,2.0,,1.0,98.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,164,79,161,325,10,14.0,21.0,41.0,24.0,49.0,24.0,44.0,19.0,18.0,2.0,99.0,227.0,5.0,11.0,33.0,17.0,6.0,
Opposition,Opposition,241,156,119,360,16,9.0,20.0,39.0,35.0,42.0,28.0,50.0,18.0,19.0,4.0,103.0,260.0,15.0,16.0,29.0,7.0,12.0,
