Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Coniglio, Stephen",17,6,13,30,1,,,2.0,,3.0,4.0,5.0,2.0,,1.0,10.0,20.0,,1.0,,,1.0,84.0
35,"Corr, Aidan",4,2,1,5,,,,1.0,1.0,1.0,,3.0,,2.0,,,5.0,,,9.0,,,82.0
16,"Daniels, Brent",2,1,7,9,,,,2.0,,,1.0,1.0,1.0,,,8.0,2.0,,,,,,64.0
1,"Davis, Phil",8,4,7,15,,,,,1.0,,1.0,1.0,2.0,,,9.0,6.0,,,8.0,,,98.0
4,"Greene, Toby",10,3,5,15,2,,,,,5.0,,3.0,3.0,1.0,,9.0,5.0,,1.0,1.0,,,74.0
32,"Griffen, Ryan",12,4,8,20,1,2.0,,2.0,,4.0,,4.0,,,,8.0,13.0,2.0,,1.0,,,83.0
19,"Haynes, Nick",14,5,2,16,,,,,8.0,2.0,,,,,,3.0,11.0,1.0,,5.0,2.0,,86.0
27,"Himmelberg, Harry",6,3,6,12,,2.0,,2.0,,2.0,,,,,,2.0,10.0,,1.0,3.0,,1.0,85.0
2,"Hopper, Jacob",10,,7,17,,,,6.0,1.0,5.0,6.0,2.0,2.0,,,12.0,5.0,,,1.0,,,74.0
22,"Kelly, Josh",12,3,8,20,2,1.0,,5.0,6.0,3.0,1.0,6.0,,2.0,,5.0,17.0,,,2.0,,,86.0
40,"Kennedy, Adam",9,3,2,11,,,,2.0,,5.0,,2.0,,2.0,,6.0,6.0,1.0,,3.0,1.0,1.0,72.0
17,"Langdon, Zac",7,6,8,15,3,,,4.0,,1.0,,2.0,1.0,,,7.0,8.0,1.0,4.0,3.0,,1.0,86.0
37,"Lobb, Rory",6,3,3,9,,1.0,,3.0,,1.0,,3.0,1.0,1.0,,3.0,6.0,2.0,,6.0,,,92.0
50,"Reid, Sam",3,2,7,10,,1.0,,2.0,1.0,2.0,,3.0,1.0,1.0,,3.0,8.0,,,,,,89.0
23,"Shaw, Heath",27,9,3,30,,,,4.0,13.0,3.0,1.0,7.0,,3.0,,6.0,17.0,,,4.0,4.0,1.0,90.0
5,"Shiel, Dylan",16,5,13,29,,,,2.0,2.0,5.0,6.0,3.0,,1.0,,12.0,17.0,,,2.0,,,77.0
26,"Simpson, Dawson",2,1,2,4,,,36.0,4.0,,1.0,3.0,,1.0,,,7.0,1.0,1.0,,5.0,,,69.0
14,"Taranto, Tim",14,7,9,23,2,1.0,,1.0,,2.0,3.0,1.0,,,,10.0,13.0,2.0,2.0,3.0,,2.0,67.0
15,"Taylor, Sam",8,5,5,13,,,,5.0,3.0,,1.0,2.0,2.0,2.0,,7.0,6.0,,,8.0,,,83.0
20,"Tomlinson, Adam",9,4,5,14,,,3.0,2.0,5.0,1.0,2.0,3.0,,1.0,,5.0,10.0,,,4.0,,,88.0
8,"Ward, Callan",16,4,16,32,,,1.0,2.0,4.0,6.0,11.0,2.0,6.0,,3.0,19.0,13.0,1.0,,3.0,,,83.0
6,"Whitfield, Lachie",23,12,12,35,,,,6.0,6.0,5.0,2.0,5.0,,1.0,2.0,2.0,32.0,,,,1.0,,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,235,92,149,384,11,13.0,40.0,57.0,51.0,57.0,42.0,58.0,22.0,17.0,6.0,153.0,231.0,11.0,9.0,71.0,8.0,7.0,
Opposition,Opposition,210,81,174,384,10,17.0,27.0,50.0,41.0,64.0,30.0,66.0,17.0,22.0,,148.0,233.0,10.0,11.0,63.0,6.0,5.0,
