Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Anderson, Joe",7,2,5,12,,,,6.0,2.0,1.0,,2.0,2.0,2.0,,6.0,7.0,,,3.0,,,93.0
27,"Armfield, Dennis",2,2,11,13,,,,1.0,1.0,,,,,,,5.0,8.0,,,2.0,,,89.0
19,"Betts, Eddie",7,1,6,13,,2.0,,2.0,,2.0,2.0,2.0,,1.0,,7.0,6.0,,1.0,,,,87.0
44,"Carrazzo, Andrew",9,5,11,20,,,,6.0,,4.0,2.0,5.0,,1.0,,5.0,15.0,,,1.0,,,85.0
38,"Garlett, Jeff",6,3,4,10,,1.0,,5.0,,3.0,,3.0,,1.0,,5.0,6.0,,,1.0,1.0,1.0,91.0
4,"Gibbs, Bryce",13,5,10,23,,,,5.0,4.0,4.0,3.0,3.0,1.0,1.0,,6.0,17.0,,,1.0,2.0,,95.0
23,"Henderson, Lachie",9,6,6,15,3,1.0,,4.0,,1.0,1.0,3.0,2.0,1.0,,7.0,9.0,2.0,3.0,3.0,,,98.0
39,"Jacobs, Sam",4,6,10,14,1,,25.0,4.0,1.0,1.0,,,1.0,,,5.0,7.0,3.0,,3.0,,,70.0
40,"Jamison, Michael",9,7,4,13,,,,3.0,4.0,,,1.0,2.0,1.0,,4.0,9.0,1.0,,10.0,,,96.0
9,"Johnson, Chris",2,2,3,5,,,,1.0,,,,1.0,,,,,5.0,,,2.0,,,21.0
45,"Joseph, Aaron",9,4,8,17,1,,,2.0,3.0,1.0,4.0,1.0,4.0,1.0,,6.0,11.0,,,1.0,,,86.0
5,"Judd, Chris",19,5,11,30,,2.0,,7.0,2.0,3.0,10.0,3.0,,,,12.0,18.0,,,2.0,2.0,,83.0
8,"Kreuzer, Matthew",5,3,7,12,,1.0,20.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,,7.0,5.0,3.0,,3.0,,,82.0
3,"Murphy, Marc",12,3,11,23,1,,,5.0,,7.0,5.0,2.0,4.0,,,11.0,11.0,,,4.0,3.0,1.0,87.0
17,"OhAilpin, Setanta",,2,3,3,,,,,1.0,,,,,,,4.0,,2.0,2.0,2.0,,,98.0
12,"Robinson, Mitch",11,4,10,21,2,,,4.0,,6.0,3.0,,1.0,,,9.0,13.0,,1.0,,,,76.0
2,"Russell, Jordan",13,7,10,23,,,,3.0,7.0,,,5.0,,1.0,,8.0,12.0,,,1.0,,,96.0
29,"Scotland, Heath",16,12,14,30,,2.0,,5.0,5.0,4.0,2.0,2.0,1.0,1.0,2.0,8.0,24.0,2.0,1.0,3.0,,,91.0
6,"Simpson, Kade",18,4,9,27,,,,2.0,1.0,7.0,5.0,5.0,2.0,1.0,,11.0,16.0,1.0,1.0,1.0,,1.0,88.0
32,"Thornton, Bret",14,9,7,21,,,,4.0,3.0,1.0,,5.0,1.0,2.0,,3.0,18.0,,,4.0,3.0,1.0,99.0
43,"White, Simon",5,4,4,9,,,,,,1.0,,1.0,,,,1.0,8.0,,,1.0,1.0,,22.0
13,"Yarran, Chris",2,1,3,5,,,,1.0,,,,,1.0,,,1.0,4.0,,,,,,63.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,192,97,167,359,8,12.0,45.0,73.0,35.0,48.0,39.0,45.0,23.0,15.0,2.0,131.0,229.0,14.0,9.0,48.0,12.0,4.0,
Opposition,Opposition,209,109,127,336,16,14.0,38.0,80.0,33.0,55.0,30.0,48.0,15.0,23.0,4.0,125.0,212.0,13.0,10.0,50.0,6.0,10.0,
