Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Carlisle, Jake",6,6,9,15,,,,2.0,1.0,,1.0,,1.0,,,11.0,6.0,4.0,,4.0,,,94.0
12,"Crameri, Stewart",8,4,6,14,2,1.0,,3.0,,6.0,,2.0,3.0,1.0,,7.0,7.0,1.0,2.0,2.0,3.0,1.0,93.0
47,"DellOlio, Cory",7,3,1,8,2,1.0,,3.0,,1.0,,2.0,,,,3.0,5.0,,2.0,,,,77.0
15,"Dempsey, Courtenay",9,6,11,20,,,,4.0,2.0,2.0,1.0,2.0,2.0,1.0,,9.0,10.0,,,1.0,2.0,,87.0
31,"Fletcher, Dustin",10,4,1,11,,1.0,,2.0,5.0,1.0,,2.0,1.0,1.0,,6.0,4.0,2.0,,9.0,,,96.0
34,"Hardingham, Kyle",7,3,7,14,,,,1.0,1.0,1.0,,2.0,,1.0,,5.0,9.0,,,2.0,,,93.0
21,"Heppell, Dyson",14,6,10,24,1,1.0,,1.0,,2.0,2.0,2.0,,,,6.0,17.0,,,1.0,,,86.0
43,"Hibberd, Michael",14,5,6,20,,,,1.0,1.0,2.0,1.0,4.0,,,,5.0,15.0,,,2.0,,1.0,82.0
19,"Hille, David",11,7,7,18,1,,17.0,1.0,3.0,1.0,1.0,2.0,,1.0,,2.0,15.0,,1.0,,,,85.0
39,"Hocking, Heath",6,2,8,14,,1.0,,3.0,,2.0,2.0,1.0,,1.0,,5.0,8.0,,,1.0,,1.0,83.0
26,"Hooker, Cale",5,5,10,15,,,,5.0,4.0,,,,,,,2.0,13.0,,,11.0,1.0,,92.0
40,"Howlett, Ben",9,2,10,19,,,,3.0,6.0,,4.0,3.0,,1.0,,8.0,11.0,,,3.0,1.0,,79.0
18,"Hurley, Michael",11,6,4,15,6,1.0,,,,4.0,,2.0,3.0,2.0,2.0,7.0,8.0,1.0,3.0,3.0,,,87.0
7,"Jetta, Leroy",9,4,11,20,,,,2.0,,6.0,,3.0,,2.0,,3.0,18.0,,,3.0,2.0,2.0,85.0
42 ↑,"Lovett-Murray, Nathan",5,3,7,12,,1.0,1.0,1.0,,2.0,1.0,,,,,2.0,10.0,,,1.0,1.0,,30.0
17,"Melksham, Jake",5,3,13,18,1,,,,1.0,1.0,,1.0,1.0,1.0,,2.0,17.0,,1.0,4.0,2.0,1.0,81.0
6 ↓,"Monfries, Angus",9,4,3,12,2,,,2.0,,3.0,1.0,2.0,,,,5.0,6.0,1.0,2.0,,,,52.0
23,"Myers, David",16,5,12,28,,,,1.0,3.0,4.0,5.0,4.0,,2.0,,13.0,15.0,1.0,,2.0,1.0,1.0,75.0
37,"Reimers, Kyle",13,6,1,14,,,,1.0,,4.0,,7.0,,5.0,,6.0,8.0,,1.0,1.0,,1.0,85.0
30,"Ryder, Paddy",9,10,7,16,1,1.0,22.0,1.0,1.0,6.0,,1.0,1.0,1.0,,5.0,11.0,4.0,,1.0,,,84.0
5,"Stanton, Brent",20,5,8,28,,1.0,,7.0,2.0,3.0,5.0,5.0,1.0,2.0,,6.0,19.0,,1.0,,,,89.0
4,"Watson, Jobe",13,5,14,27,1,,,3.0,,3.0,7.0,2.0,1.0,,3.0,16.0,12.0,1.0,,3.0,2.0,2.0,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,216,104,166,382,17,11.0,40.0,47.0,30.0,54.0,31.0,49.0,14.0,22.0,5.0,134.0,244.0,15.0,13.0,54.0,15.0,10.0,
Opposition,Opposition,221,96,139,360,14,5.0,25.0,60.0,33.0,46.0,38.0,41.0,22.0,14.0,1.0,142.0,213.0,10.0,14.0,44.0,8.0,11.0,
