Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",27y 43d,169 (96-0-73 56.80%),148 (0.88),46 (12-0-34 26.09%),28 (0.61)
36,"Browne, Andrew",18y 334d,4 (2-0-2 50.00%),1 (0.25),←,
9,"Carr, Matthew",24y 105d,74 (19-1-54 26.35%),25 (0.34),46 (12-0-34 26.09%),23 (0.50)
10,"Cook, Troy",26y 244d,112 (44-0-68 39.29%),43 (0.38),69 (20-0-49 28.99%),32 (0.46)
24,"Croad, Trent",23y 35d,106 (53-1-52 50.47%),122 (1.15),22 (9-0-13 40.91%),42 (1.91)
33,"Farmer, Jeff",25y 293d,141 (61-0-80 43.26%),291 (2.06),23 (9-0-14 39.13%),32 (1.39)
14,"Grover, Antoni",23y 33d,42 (12-0-30 28.57%),4 (0.10),←,
42,"Haddrill, Robert",22y 75d,11 (3-0-8 27.27%),,←,
39,"Haines, Daniel",22y 2d,12 (5-0-7 41.67%),3 (0.25),←,
4,"Hasleby, Paul",21y 305d,66 (19-0-47 28.79%),49 (0.74),←,
43,"Hayden, Roger",22y 125d,8 (3-0-5 37.50%),,←,
11,"Headland, Des",22y 82d,55 (41-0-14 74.55%),54 (0.98),3 (1-0-2 33.33%),2 (0.67)
20,"Longmuir, Justin",22y 82d,59 (16-0-43 27.12%),69 (1.17),←,
21,"Longmuir, Troy",23y 323d,56 (16-0-40 28.57%),21 (0.38),39 (11-0-28 28.21%),18 (0.46)
8,"McManus, Shaun",27y 63d,126 (38-0-88 30.16%),63 (0.50),←,
34,"Medhurst, Paul",21y 123d,23 (9-0-14 39.13%),41 (1.78),←,
29,"Pavlich, Matthew",21y 103d,64 (18-0-46 28.13%),55 (0.86),←,
31,"Sandilands, Aaron",20y 128d,3 (1-0-2 33.33%),2 (0.67),←,
35,"Siegert, Andrew",21y 85d,22 (9-0-13 40.91%),1 (0.05),←,
2,"Simmonds, Troy",24y 274d,63 (29-0-34 46.03%),21 (0.33),23 (9-0-14 39.13%),14 (0.61)
19,"Walker, James",24y 88d,78 (22-0-56 28.21%),8 (0.10),←,
6,"Woods, Dion",21y 78d,21 (6-0-15 28.57%),4 (0.19),←,
Totals,Totals,23y 21d,1315 (522-2-791 39.70%),1025 (0.78),,
C,"Connolly, Chris",40y 19d,26 (11-0-15 42.31%),,25 (10-0-15 40.00%),
