Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
26,"Brown, Gavin",23y 333d,96 (54-3-39 57.81%),88 (0.92),←,
8,"Croall, Jason",23y 220d,35 (18-1-16 52.86%),4 (0.11),←,
28,"Crosisca, Gavin",22y 343d,91 (57-3-31 64.29%),36 (0.40),←,
35,"Daicos, Peter",29y 338d,225 (130-4-91 58.67%),484 (2.15),←,
2,"Francis, Tony",22y 145d,36 (23-2-11 66.67%),32 (0.89),←,
3,"Gayfer, Michael",26y 7d,110 (66-1-43 60.45%),1 (0.01),←,
23,"Kelly, Craig",25y 69d,58 (36-2-20 63.79%),23 (0.40),←,
44,"Kerrison, Shane",26y 149d,101 (60-2-39 60.40%),12 (0.12),←,
15,"Lehmann, Troy",19y 180d,12 (9-0-3 75.00%),11 (0.92),←,
30,"Manson, James",24y 295d,107 (63-3-41 60.28%),97 (0.91),←,
5,"McKeown, Ron",24y 106d,101 (58-3-40 58.91%),72 (0.71),←,
42,"Millane, Darren",26y 15d,146 (84-3-59 58.56%),78 (0.53),←,
1,"Monkhorst, Damian",22y 3d,55 (36-2-17 67.27%),7 (0.13),←,
7,"Morwood, Shane",29y 266d,180 (107-3-70 60.28%),103 (0.57),163 (98-3-62 61.04%),90 (0.55)
29,"Russell, Scott",21y 109d,47 (31-2-14 68.09%),27 (0.57),←,
22,"Shaw, Tony",31y 32d,263 (149-3-111 57.22%),147 (0.56),←,
27,"Starcevich, Craig",24y 100d,85 (49-3-33 59.41%),115 (1.35),←,
24,"Turner, Jamie",29y 12d,145 (83-3-59 58.28%),29 (0.20),←,
37,"Williams, Paul",18y 143d,18 (11-0-7 61.11%),18 (1.00),←,
19,"Wright, Graham",23y 79d,75 (50-2-23 68.00%),69 (0.92),←,
Totals,Totals,24y 257d,1986 (1174-45-767 59.11%),1453 (0.73),,
C,"Matthews, Leigh",39y 176d,135 (78-3-54 58.89%),,←,
